CLASSNAME,EVT_Fuel,EVT_Fuel_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,r,g,b,Red,Green,Blue,VALUE
Central and Southern Appalachian Montane Oak Forest,2320.000000,Tr Central and Southern Appalachian Montane Oak Forest,Tree,681,Hardwood,Montane Oak Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85.000000,187.000000,194.000000,0.333333,0.733333,0.760784,3320
South-Central Interior Mesophytic Forest,2321.000000,Tr South-Central Interior Mesophytic Forest,Tree,655,Hardwood,Beech-Maple-Basswood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,0.000000,38.000000,115.000000,0.000000,0.149020,0.450980,3321
Crowley's Ridge Mesic Loess Slope Forest,2321.000000,Tr Crowley's Ridge Mesic Loess Slope Forest,Tree,667,Hardwood,White Oak-Beech Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85.000000,187.000000,194.000000,0.333333,0.733333,0.760784,3322
West Gulf Coastal Plain Mesic Hardwood Forest,2323.000000,Tr West Gulf Coastal Plain Mesic Hardwood Forest,Tree,680,Hardwood,Sweetgum-Water Oak Forest,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145.000000,255.000000,115.000000,0.568627,1.000000,0.450980,3323
Northern Atlantic Coastal Plain Hardwood Forest,2324.000000,Tr Northern Atlantic Coastal Plain Hardwood Forest,Tree,658,Hardwood,Coastal Plain Oak Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85.000000,187.000000,194.000000,0.333333,0.733333,0.760784,3324
East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,2325.000000,Tr East Gulf Coastal Plain Northern Mesic Hardwood Slope Forest,Tree,680,Hardwood,Sweetgum-Water Oak Forest,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,159.000000,255.000000,128.000000,0.623529,1.000000,0.501961,3325
South-Central Interior/Upper Coastal Plain Flatwoods,2326.000000,Tr South-Central Interior/Upper Coastal Plain Flatwoods,Tree,673,Hardwood,Hardwood Flatwoods,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85.000000,187.000000,194.000000,0.333333,0.733333,0.760784,3326
East Gulf Coastal Plain Northern Loess Bluff Forest,2327.000000,Tr East Gulf Coastal Plain Northern Loess Bluff Forest,Tree,667,Hardwood,White Oak-Beech Forest and Woodland,SAF 53: White Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85.000000,187.000000,194.000000,0.333333,0.733333,0.760784,3327
Southern Coastal Plain Limestone Forest,2328.000000,Tr Southern Coastal Plain Limestone Forest,Tree,680,Hardwood,Sweetgum-Water Oak Forest,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,100.000000,204.000000,206.000000,0.392157,0.800000,0.807843,3328
East Gulf Coastal Plain Southern Loess Bluff Forest,2329.000000,Tr East Gulf Coastal Plain Southern Loess Bluff Forest,Tree,667,Hardwood,White Oak-Beech Forest and Woodland,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,100.000000,204.000000,206.000000,0.392157,0.800000,0.807843,3329
Southern Coastal Plain Dry Upland Hardwood Forest,2330.000000,Tr Southern Coastal Plain Dry Upland Hardwood Forest,Tree,658,Hardwood,Coastal Plain Oak Forest,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145.000000,255.000000,115.000000,0.568627,1.000000,0.450980,3330
Eastern Great Plains Tallgrass Aspen Forest and Woodland,2331.000000,Tr Eastern Great Plains Tallgrass Aspen Parkland,Tree,602,Hardwood,"Aspen Forest, Woodland, and Parkland",SRM 16: Aspen,Tree-dominated,Open tree canopy,Deciduous open tree canopy,192.000000,255.000000,138.000000,0.752941,1.000000,0.541176,3331
Gulf and Atlantic Coastal Plain Floodplain Herbaceous,2473.000000,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145.000000,255.000000,115.000000,0.568627,1.000000,0.450980,3332
South Florida Hardwood Hammock,2333.000000,Tr South Florida Hardwood Hammock,Tree,672,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,60.000000,113.000000,126.000000,0.235294,0.443137,0.494118,3333
Ozark-Ouachita Mesic Hardwood Forest,2334.000000,Tr Ozark-Ouachita Mesic Hardwood Forest,Tree,655,Hardwood,Beech-Maple-Basswood Forest,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,85.000000,187.000000,194.000000,0.333333,0.733333,0.760784,3334
Southern Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,2335.000000,Tr Southern Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Tree,658,Hardwood,Coastal Plain Oak Forest,SAF 72: Southern Scrub Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145.000000,255.000000,115.000000,0.568627,1.000000,0.450980,3335
Southwest Florida Coastal Strand and Maritime Hammock,2336.000000,Tr Southwest Florida Coastal Strand and Maritime Hammock,Tree,672,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,60.000000,113.000000,126.000000,0.235294,0.443137,0.494118,3336
Southeast Florida Coastal Strand and Maritime Hammock,2337.000000,Tr Southeast Florida Coastal Strand and Maritime Hammock,Tree,672,Hardwood,Hammocks,SAF 105: Tropical Hardwoods,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,60.000000,113.000000,126.000000,0.235294,0.443137,0.494118,3337
Central and South Texas Coastal Fringe Forest and Woodland,2338.000000,Tr Central and South Texas Coastal Fringe Forest and Woodland,Tree,656,Hardwood,Texas Live Oak,SAF 89: Live Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,145.000000,255.000000,115.000000,0.568627,1.000000,0.450980,3338
West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,2339.000000,Tr West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,Tree,656,Hardwood,Texas Live Oak,SAF 89: Live Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145.000000,255.000000,115.000000,0.568627,1.000000,0.450980,3339
Appalachian Shale Barrens,2340.000000,Tr Appalachian Shale Barrens,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,LF 55: Appalachian Grass and Shrub Balds,Tree-dominated,Open tree canopy,Deciduous open tree canopy,82.000000,52.000000,34.000000,0.321569,0.203922,0.133333,3340
Piedmont Hardpan Woodland and Forest,2342.000000,Tr Piedmont Hardpan Woodland and Forest,Tree,662,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,85.000000,187.000000,194.000000,0.333333,0.733333,0.760784,3342
Southern Atlantic Coastal Plain Mesic Hardwood Forest,2343.000000,Tr Southern Atlantic Coastal Plain Mesic Hardwood Forest,Tree,680,Hardwood,Sweetgum-Water Oak Forest,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,145.000000,255.000000,115.000000,0.568627,1.000000,0.450980,3343
Boreal Jack Pine-Black Spruce Forest,2344.000000,Tr Boreal Jack Pine-Black Spruce Forest,Tree,676,Conifer,Jack Pine Forest,SAF 1: Jack Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,174.000000,245.000000,224.000000,0.682353,0.960784,0.878431,3344
Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,2346.000000,Tr Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116.000000,214.000000,204.000000,0.454902,0.839216,0.800000,3346
Atlantic Coastal Plain Upland Longleaf Pine Woodland,2347.000000,Tr Atlantic Coastal Plain Upland Longleaf Pine Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116.000000,214.000000,204.000000,0.454902,0.839216,0.800000,3347
West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,2348.000000,Tr West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116.000000,214.000000,204.000000,0.454902,0.839216,0.800000,3348
East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,2349.000000,Tr East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 70: Longleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116.000000,214.000000,204.000000,0.454902,0.839216,0.800000,3349
Central and Southern Appalachian Spruce-Fir Forest,2350.000000,Tr Central and Southern Appalachian Spruce-Fir Forest,Tree,693,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 30: Red Spruce-Yellow Birch,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,159.000000,255.000000,128.000000,0.623529,1.000000,0.501961,3350
Southeastern Interior Longleaf Pine Woodland,2351.000000,Tr Southeastern Interior Longleaf Pine Woodland,Tree,677,Conifer,Longleaf Pine Woodland,SAF 70: Longleaf Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116.000000,214.000000,204.000000,0.454902,0.839216,0.800000,3351
Southern Appalachian Montane Pine Forest and Woodland,2352.000000,Tr Southern Appalachian Montane Pine Forest and Woodland,Tree,686,Conifer,Pitch Pine Woodlands,SAF 51: White Pine-Chestnut Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,13.000000,69.000000,133.000000,0.050980,0.270588,0.521569,3352
Southern Appalachian Low-Elevation Pine Forest,2353.000000,Tr Southern Appalachian Low-Elevation Pine Forest,Tree,695,Conifer,Virginia Pine Forest,SAF 79: Virginia Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,10.000000,61.000000,128.000000,0.039216,0.239216,0.501961,3353
Northeastern Interior Pine Barrens,2354.000000,Tr Northeastern Interior Pine Barrens,Tree,686,Conifer,Pitch Pine Woodlands,SAF 45: Pitch Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116.000000,214.000000,204.000000,0.454902,0.839216,0.800000,3354
Northern Atlantic Coastal Plain Pitch Pine Barrens,2355.000000,Tr Northern Atlantic Coastal Plain Pitch Pine Barrens,Tree,686,Conifer,Pitch Pine Woodlands,SAF 45: Pitch Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116.000000,214.000000,204.000000,0.454902,0.839216,0.800000,3355
Florida Longleaf Pine Sandhill,2356.000000,Tr Florida Longleaf Pine Sandhill,Tree,677,Conifer,Longleaf Pine Woodland,SAF 71: Longleaf Pine-Scrub Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,116.000000,214.000000,204.000000,0.454902,0.839216,0.800000,3356
Southern Coastal Plain Mesic Slope Forest,2357.000000,Tr Southern Coastal Plain Mesic Slope Forest,Tree,680,Hardwood,Sweetgum-Water Oak Forest,SAF 88: Willow Oak-Water Oak-Diamondleaf Oak,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,145.000000,255.000000,115.000000,0.568627,1.000000,0.450980,3357
East-Central Texas Plains Pine Forest and Woodland,2358.000000,Tr East-Central Texas Plains Pine Forest and Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,85.000000,187.000000,194.000000,0.333333,0.733333,0.760784,3358
Gulf and Atlantic Coastal Plain Floodplain Shrubland,2473.000000,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,666,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145.000000,255.000000,115.000000,0.568627,1.000000,0.450980,3359
Central Atlantic Coastal Plain Maritime Forest,2361.000000,Tr Central Atlantic Coastal Plain Maritime Forest,Tree,679,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,107.000000,209.000000,206.000000,0.419608,0.819608,0.807843,3361
Laurentian-Acadian Northern Pine Forest,2362.000000,Tr Laurentian-Acadian Northern Pine Forest,Tree,665,Conifer,Red Pine-White Pine Forest and Woodland,SAF 15: Red Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,174.000000,245.000000,224.000000,0.682353,0.960784,0.878431,3362
Central Interior Highlands Dry Acidic Glade and Barrens,2363.000000,Tr Central Interior Highlands Dry Acidic Glade and Barrens,Tree,670,Conifer-Hardwood,Glades and Barrens,SRM 803: Missouri Glades,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,255.000000,153.000000,0.000000,1.000000,0.600000,0.000000,3363
Ozark-Ouachita Dry Oak Woodland,2364.000000,Tr Ozark-Ouachita Dry Oak Woodland,Tree,662,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,85.000000,187.000000,194.000000,0.333333,0.733333,0.760784,3364
Boreal White Spruce-Fir Forest,2365.000000,Tr Boreal White Spruce-Fir Forest,Tree,693,Conifer,Spruce-Fir-Hardwood Forest,SAF 5: Balsam Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,182.000000,250.000000,227.000000,0.713725,0.980392,0.890196,3365
Laurentian-Acadian Pine-Hemlock Forest,2366.000000,Tr Laurentian-Acadian Pine-Hemlock Forest,Tree,685,Conifer,Pine-Hemlock-Hardwood Forest,SAF 24: Hemlock-Yellow Birch,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0.000000,92.000000,0.000000,0.000000,0.360784,0.000000,3366
Ozark-Ouachita Shortleaf Pine Forest and Woodland,2367.000000,Tr Ozark-Ouachita Shortleaf Pine Forest and Woodland,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116.000000,214.000000,190.000000,0.454902,0.839216,0.745098,3367
Southern Piedmont Dry Pine Forest,2368.000000,Tr Southern Piedmont Dry Pine Forest,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 59: Yellow Poplar-White Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,159.000000,255.000000,128.000000,0.623529,1.000000,0.501961,3368
Central Appalachian Dry Pine Forest,2369.000000,Tr Central Appalachian Dry Pine Forest,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,13.000000,69.000000,133.000000,0.050980,0.270588,0.521569,3369
Appalachian Hemlock Forest,2370.000000,Tr Appalachian Hemlock Forest,Tree,685,Conifer,Pine-Hemlock-Hardwood Forest,SAF 60: Sugar Maple-Beech,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,0.000000,38.000000,115.000000,0.000000,0.149020,0.450980,3370
West Gulf Coastal Plain Pine Forest,2371.000000,Tr West Gulf Coastal Plain Pine Forest,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 82: Loblolly Pine-Hardwood,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145.000000,255.000000,115.000000,0.568627,1.000000,0.450980,3371
East Gulf Coastal Plain Interior Shortleaf Pine Forest,2372.000000,Tr East Gulf Coastal Plain Interior Shortleaf Pine Forest,Tree,690,Conifer-Hardwood,Shortleaf Pine-Oak Forest and Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116.000000,214.000000,190.000000,0.454902,0.839216,0.745098,3372
Acadian Low-Elevation Spruce-Fir Forest,2373.000000,Tr Acadian Low-Elevation Spruce-Fir Forest,Tree,693,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,186.000000,54.000000,14.000000,0.729412,0.211765,0.054902,3373
Acadian-Appalachian Montane Spruce-Fir Forest,2374.000000,Tr Acadian-Appalachian Montane Spruce-Fir Forest,Tree,693,Conifer-Hardwood,Spruce-Fir-Hardwood Forest,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,186.000000,54.000000,14.000000,0.729412,0.211765,0.054902,3374
Eastern Serpentine Woodland,2375.000000,Tr Eastern Serpentine Woodland,Tree,670,Conifer-Hardwood,Glades and Barrens,SAF 46: Eastern Redcedar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,0.000000,38.000000,115.000000,0.000000,0.149020,0.450980,3375
Southern Ridge and Valley/Cumberland Dry Calcareous Forest,2376.000000,Tr Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Tree,660,Hardwood,White Oak-Red Oak-Hickory Forest and Woodland,SAF 52: White Oak-Black Oak-Northern Red Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,85.000000,187.000000,194.000000,0.333333,0.733333,0.760784,3376
Central Appalachian Rocky Pine Woodland,2377.000000,Tr Central Appalachian Rocky Pine Woodland,Tree,664,Conifer-Hardwood,Chestnut Oak-Virginia Pine Forest and Woodland,SAF 44: Chestnut Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,13.000000,69.000000,133.000000,0.050980,0.270588,0.521569,3377
West Gulf Coastal Plain Sandhill Shortleaf Pine Forest and Woodland,2378.000000,Tr West Gulf Coastal Plain Sandhill Shortleaf Pine Forest and Woodland,Tree,689,Conifer,Shortleaf Pine Woodland,SAF 76: Shortleaf Pine-Oak,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,116.000000,214.000000,190.000000,0.454902,0.839216,0.745098,3378
Northern Atlantic Coastal Plain Maritime Forest,2379.000000,Tr Northern Atlantic Coastal Plain Maritime Forest,Tree,679,Hardwood,Maritime Forest,SAF 81: Loblolly Pine,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,145.000000,255.000000,115.000000,0.568627,1.000000,0.450980,3379
East Gulf Coastal Plain Maritime Forest,2380.000000,Tr East Gulf Coastal Plain Maritime Forest,Tree,679,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,107.000000,209.000000,206.000000,0.419608,0.819608,0.807843,3380
Lower Mississippi River Dune Woodland and Forest,2381.000000,Tr Lower Mississippi River Dune Woodland and Forest,Tree,662,Hardwood,Post Oak Woodland and Savanna,SAF 40: Post Oak-Blackjack Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,85.000000,187.000000,194.000000,0.333333,0.733333,0.760784,3381
Southern Atlantic Coastal Plain Maritime Forest,2382.000000,Tr Southern Atlantic Coastal Plain Maritime Forest,Tree,679,Hardwood,Maritime Forest,SAF 74: Cabbage Palmetto,Tree-dominated,Closed tree canopy,Mixed evergreen-deciduous closed tree canopy,107.000000,209.000000,206.000000,0.419608,0.819608,0.807843,3382
