Site,Transect,Meter,Raw_data_entry,Species,Type,cover,Max_height_cm,Avg_height_cm,Comments,Entered.by,Daniel,Avg.Vol.c,Max.Vol.c,Cover_type,Number_records,mean_Avg.Ratio.L,median_Avg.Ratio.L,SD_Avg.Ratio.L,max_Avg.Ratio.L,min_Avg.Ratio.L,mean_Max.Ratio.L,median_Max.Ratio.L,SD_Max.Ratio.L,max_Max.Ratio.L,min_Max.Ratio.L,Live.Weight_mean.Avg.Ratio.L,Live.Weight_mean.Max.Ratio.L
GRNDAM,2,15,Woody Litter,BLANK,Woody litter,40,2,1,,JMP,,4000,8000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,2430.231957,2545.350875
GRNDAM,2,20,Pseudotsuga menziesii,Pseudotsuga menziesii,Tree,5,100,70,OVERHANGING DEAD BRANCHES,JMP,"In Max_height_cm , >100 was replaced by 100",35000,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNDAM,2,20,Soft Loose Litter,BLANK,Soft loose litter,30,11,6,,JMP,,18000,33000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,2475.93204,3440.626982
GRNDAM,2,20,Woody Litter,BLANK,Woody litter,70,5,2,,JMP,,14000,35000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,8505.811851,11135.91008
GRNDAM,2,25,chimaphila embilada,Chimaphila umbellata,Dominant forb,1,11,9,,JMP,,900,1100,Dominant forb,1,0.016666667,0.016666667,NA,0.016666667,0.016666667,0.008333333,0.008333333,NA,0.008333333,0.008333333,15.0000003,9.1666663
GRNDAM,2,25,Soft Loose Litter,BLANK,Soft loose litter,72,9,7,,JMP,,50400,64800,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,6932.609712,6756.140255
GRNDAM,2,25,Soft Rooted Litter,BLANK,Soft rooted litter,1,1,1,,JMP,,100,100,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,2.115554856,1.684275148
GRNDAM,2,25,Tree-dead,Unknown,Tree,14,100,100,Pinaceae spp. (conifer/pine),JMP,"In Max_height_cm , >100 was replaced by 100",140000,140000,Tree,1,0.01,0.01,NA,0.01,0.01,0.006666667,0.006666667,NA,0.006666667,0.006666667,1400,933.33338
GRNDAM,2,25,Woody Litter,BLANK,Woody litter,28,10,4,,JMP,,11200,28000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,6804.649481,8908.728064
GRNDAM,2,30,Abies concolor Seedling,Abies concolor,Tree,1,10,10,seedling,JMP,"In cover, T was replaced by 1",1000,1000,Tree,4,0.005854563,0.006639044,0.003142225,0.00875,0.001390164,0.004644725,0.005094368,0.002348455,0.007,0.001390164,5.854563,4.644725
GRNDAM,2,30,chimaphila embilada,Chimaphila umbellata,Dominant forb,1,5,5,,JMP,"In cover, T was replaced by 1",500,500,Dominant forb,1,0.016666667,0.016666667,NA,0.016666667,0.016666667,0.008333333,0.008333333,NA,0.008333333,0.008333333,8.3333335,4.1666665
GRNDAM,2,30,Soft Loose Litter,BLANK,Soft loose litter,68,7,3,,JMP,,20400,47600,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,2806.056312,4962.843768
GRNDAM,2,30,Woody Litter,BLANK,Woody litter,42,12,3,,JMP,,12600,50400,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,7655.230666,16035.71052
GRNDAM,2,35,Soft Loose Litter,BLANK,Soft loose litter,77,8,4,,JMP,,30800,61600,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,4236.594824,6422.5037
GRNDAM,2,35,Woody Litter,BLANK,Woody litter,22,12,2,,JMP,,4400,26400,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,2673.255153,8399.657889
GRNDAM,2,40,chimaphila embilada,Chimaphila umbellata,Dominant forb,1,9,8,,JMP,,800,900,Dominant forb,1,0.016666667,0.016666667,NA,0.016666667,0.016666667,0.008333333,0.008333333,NA,0.008333333,0.008333333,13.3333336,7.4999997
GRNDAM,2,40,Pinus lambertiana ,Pinus lambertiana,Tree,6,100,100,,JMP,"In Max_height_cm , >100 was replaced by 100",60000,60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNDAM,2,40,Soft Loose Litter,BLANK,Soft loose litter,63,12,10,,JMP,,63000,75600,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,8665.76214,7882.163631
GRNDAM,2,40,Soft Rooted Litter,BLANK,Soft rooted litter,1,1,1,,JMP,,100,100,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,2.115554856,1.684275148
GRNDAM,2,40,Woody Litter,BLANK,Woody litter,36,9,3,,JMP,,10800,32400,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,6561.626285,10308.67105
GRNDAM,2,45,Soft Loose Litter,BLANK,Soft loose litter,46,4,2,,JMP,,9200,18400,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1265.476376,1918.410196
GRNDAM,2,45,Woody Litter,BLANK,Woody litter,52,30,20,,JMP,,104000,156000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,63186.03089,49634.34207
GRNHOU,1,0,Soft Loose Litter,BLANK,Soft loose litter,74,8,5,,JMP,,37000,59200,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,5089.41586,6172.276283
GRNHOU,1,0,Woody Litter,BLANK,Woody litter,25,10,8,,JMP,,20000,25000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,12151.15979,7954.221486
GRNHOU,1,5,Soft Loose Litter,BLANK,Soft loose litter,80,8,6,,JMP,,48000,64000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,6602.48544,6672.731116
GRNHOU,1,5,Woody Litter,BLANK,Woody litter,20,9,5,,JMP,,10000,18000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,6075.579893,5727.03947
GRNHOU,1,10,Abies concolor Seedling,Abies concolor,Tree,1,5,5,3 seedlings,JMP,"In cover, T was replaced by 1",500,500,Tree,4,0.005854563,0.006639044,0.003142225,0.00875,0.001390164,0.004644725,0.005094368,0.002348455,0.007,0.001390164,2.9272815,2.3223625
GRNHOU,1,10,calocedrus decurrens Seedling,Calocedrus decurrens,Tree,1,3,3,1 seedling,JMP,"In cover, T was replaced by 1",300,300,Tree,4,0.187606838,0.007880342,0.362952684,0.732,0.002666667,0.065435898,0.007538462,0.1191206,0.244,0.002666667,56.28205133,19.63076925
GRNHOU,1,10,Quercus kelloggii Seedling,Quercus kelloggii,Tree,1,10,10,1 seedling,JMP,"In cover, T was replaced by 1",1000,1000,Tree,1,0.0032,0.0032,NA,0.0032,0.0032,0.00256,0.00256,NA,0.00256,0.00256,3.2,2.56
GRNHOU,1,10,Soft Loose Litter,BLANK,Soft loose litter,85,5,3,,JMP,,25500,42500,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,3507.57039,4431.110507
GRNHOU,1,10,Woody Litter,BLANK,Woody litter,15,9,6,,JMP,,9000,13500,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,5468.021904,4295.279602
GRNHOU,1,15,Soft Loose Litter,BLANK,Soft loose litter,65,9,6,,JMP,,39000,58500,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,5364.51942,6099.293286
GRNHOU,1,15,Woody Litter,BLANK,Woody litter,35,65,55,,JMP,,192500,227500,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,116954.9129,72383.41552
GRNHOU,1,20,Soft Loose Litter,BLANK,Soft loose litter,91,6,4,,JMP,,36400,54600,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,5006.884792,5692.673734
GRNHOU,1,20,Woody Litter,BLANK,Woody litter,9,2,1,,JMP,,900,1800,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,546.8021904,572.703947
GRNHOU,1,25,calocedrus decurrens Seedling,Calocedrus decurrens,Tree,1,13,13,1 seedling,JMP,"In cover, T was replaced by 1",1300,1300,Tree,4,0.187606838,0.007880342,0.362952684,0.732,0.002666667,0.065435898,0.007538462,0.1191206,0.244,0.002666667,243.8888891,85.06666675
GRNHOU,1,25,Quercus kelloggii Seedling,Quercus kelloggii,Tree,1,9,8,1 seedling,JMP,"In cover, T was replaced by 1",800,900,Tree,1,0.0032,0.0032,NA,0.0032,0.0032,0.00256,0.00256,NA,0.00256,0.00256,2.56,2.304
GRNHOU,1,25,Soft Loose Litter,BLANK,Soft loose litter,91,6,5,,JMP,,45500,54600,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,6258.60599,5692.673734
GRNHOU,1,25,Woody Litter,BLANK,Woody litter,9,7,3,,JMP,,2700,6300,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,1640.406571,2004.463814
GRNHOU,1,30,calocedrus decurrens Seedling,Calocedrus decurrens,Tree,1,15,15,1 seedling,JMP,"In cover, T was replaced by 1",1500,1500,Tree,4,0.187606838,0.007880342,0.362952684,0.732,0.002666667,0.065435898,0.007538462,0.1191206,0.244,0.002666667,281.4102566,98.15384625
GRNHOU,1,30,Pinus ponderosa,Pinus ponderosa,Tree,1,6,6,3 seedlings,JMP,"In cover, T was replaced by 1",600,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNHOU,1,30,Soft Loose Litter,BLANK,Soft loose litter,83,5,3,,JMP,,24900,41500,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,3425.039322,4326.849083
GRNHOU,1,30,Woody Litter,BLANK,Woody litter,17,14,8,,JMP,,13600,23800,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,8262.788655,7572.418854
GRNHOU,1,35,Soft Loose Litter,BLANK,Soft loose litter,73,7,5,,JMP,,36500,51100,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,5020.63997,5327.758751
GRNHOU,1,35,Woody Litter,BLANK,Woody litter,27,45,40,,JMP,,108000,121500,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,65616.26285,38657.51642
GRNHOU,1,40,calocedrus decurrens Seedling,Calocedrus decurrens,Tree,2,80,70,Seedling,JMP,,14000,16000,Tree,4,0.187606838,0.007880342,0.362952684,0.732,0.002666667,0.065435898,0.007538462,0.1191206,0.244,0.002666667,2626.495729,1046.97436
GRNHOU,1,40,Soft Loose Litter,BLANK,Soft loose litter,84,12,4,,JMP,,33600,100800,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,4621.739808,10509.55151
GRNHOU,1,40,Woody Litter,BLANK,Woody litter,15,15,7,,JMP,,10500,22500,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,6379.358888,7158.799337
GRNHOU,1,45,Abies concolor Seedling,Abies concolor,Tree,1,4,4,1 seedling,JMP,"In cover, T was replaced by 1",400,400,Tree,4,0.005854563,0.006639044,0.003142225,0.00875,0.001390164,0.004644725,0.005094368,0.002348455,0.007,0.001390164,2.3418252,1.85789
GRNHOU,1,45,calocedrus decurrens,Calocedrus decurrens,Tree,3,100,100,,JMP,,30000,30000,Tree,4,0.187606838,0.007880342,0.362952684,0.732,0.002666667,0.065435898,0.007538462,0.1191206,0.244,0.002666667,5628.205133,1963.076925
GRNHOU,1,45,Pinus ponderosa Seedling,Pinus ponderosa,Tree,1,5,5,2 seedling,JMP,"In cover, T was replaced by 1",500,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNHOU,1,45,Soft Loose Litter,BLANK,Soft loose litter,88,7,5,,JMP,,44000,61600,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,6052.27832,6422.5037
GRNHOU,1,45,Woody Litter,BLANK,Woody litter,12,8,3,,JMP,,3600,9600,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,2187.208762,3054.421051
GRNHOU,2,0,Soft Loose Litter,BLANK,Soft loose litter,66,4,2,,JMP,,13200,26400,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1815.683496,2752.501586
GRNHOU,2,0,Woody Litter,BLANK,Woody litter,34,100,40,,JMP,,136000,340000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,82627.88655,108177.4122
GRNHOU,2,5,Forbs,BLANK,Forbs,1,6,5,,JMP,,500,600,Forbs,13,0.011794566,0.006293706,0.01141222,0.034666667,0.002,0.006874302,0.005454545,0.005152385,0.016,0.0016,5.897283038,4.124581292
GRNHOU,2,5,Grasses,BLANK,Grass,4,23,10,,JMP,,4000,9200,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,8.395447333,14.5484959
GRNHOU,2,5,Pinus Seedling,Pinus sp.,Tree,1,3,3,Seedling,JMP,"In cover, T was replaced by 1",300,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNHOU,2,5,silene douglasii,Silene douglasii,Dominant forb,1,10,5,,JMP,,500,1000,Dominant forb,4,0.004900974,0.002904978,0.005807687,0.013333333,0.000460606,0.002719972,0.001953074,0.002879902,0.006666667,0.000307071,2.45048675,2.7199715
GRNHOU,2,5,Soft Loose Litter,BLANK,Soft loose litter,80,2,1,,JMP,,8000,16000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1100.41424,1668.182779
GRNHOU,2,5,Woody Litter,BLANK,Woody litter,13,5,1,,JMP,,1300,6500,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,789.8253862,2068.097586
GRNHOU,2,10,Abies concolor,Abies concolor,Tree,3,35,30,,JMP,,9000,10500,Tree,4,0.005854563,0.006639044,0.003142225,0.00875,0.001390164,0.004644725,0.005094368,0.002348455,0.007,0.001390164,52.691067,48.7696125
GRNHOU,2,10,Grasses,BLANK,Grass,1,16,10,,JMP,"In cover, T was replaced by 1",1000,1600,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,2.098861833,2.5301732
GRNHOU,2,10,silene douglasii,Silene douglasii,Dominant forb,1,17,3,,JMP,"In cover, T was replaced by 1",300,1700,Dominant forb,4,0.004900974,0.002904978,0.005807687,0.013333333,0.000460606,0.002719972,0.001953074,0.002879902,0.006666667,0.000307071,1.47029205,4.62395155
GRNHOU,2,10,Soft Loose Litter,BLANK,Soft loose litter,55,3,2,,JMP,,11000,16500,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1513.06958,1720.313491
GRNHOU,2,10,Viola Lobata,Viola lobata,Dominant forb,1,15,14,,JMP,"In cover, T was replaced by 1",1400,1500,Dominant forb,5,0.006526387,0.006933333,0.003670483,0.010117647,0.002666667,0.004085752,0.005415385,0.00215547,0.005951557,0.001333333,9.13694124,6.128628
GRNHOU,2,10,Woody Litter,BLANK,Woody litter,30,12,2,,JMP,,6000,36000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,3645.347936,11454.07894
GRNHOU,2,15,Abies concolor,Abies concolor,Tree,12,100,85,,JMP,,102000,120000,Tree,4,0.005854563,0.006639044,0.003142225,0.00875,0.001390164,0.004644725,0.005094368,0.002348455,0.007,0.001390164,597.165426,557.367
GRNHOU,2,15,Forbs,BLANK,Forbs,1,18,7,,JMP,,700,1800,Forbs,13,0.011794566,0.006293706,0.01141222,0.034666667,0.002,0.006874302,0.005454545,0.005152385,0.016,0.0016,8.256196254,12.37374388
GRNHOU,2,15,Grasses,BLANK,Grass,10,27,18,,JMP,,18000,27000,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,37.779513,42.69667275
GRNHOU,2,15,monardella odoratissima,Monardella odoratissima,Dominant forb,6,25,12,,JMP,,7200,15000,Dominant forb,3,0.003078499,0.002866667,0.001625967,0.0048,0.001568831,0.002597551,0.002293333,0.001539715,0.004266667,0.001232653,22.1651952,38.963265
GRNHOU,2,15,Soft Loose Litter,BLANK,Soft loose litter,70,1,1,,JMP,,7000,7000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,962.86246,729.8299659
GRNHOU,2,15,Soft Rooted Litter,BLANK,Soft rooted litter,3,1,1,,JMP,,300,300,Soft rooted litter,25,0.021155549,0.01184,0.025762811,0.12,0.001666667,0.016842751,0.0075,0.025491502,0.12,0.000597015,6.346664568,5.052825444
GRNHOU,2,15,Woody Litter,BLANK,Woody litter,8,5,1,,JMP,,800,4000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,486.0463915,1272.675438
GRNHOU,2,20,arnica dealbata,Arnica dealbata,Dominant forb,10,17,12,,JMP,,12000,17000,Dominant forb,2,0.005222222,0.005222222,0.001099944,0.006,0.004444444,0.004426878,0.004426878,0.001117955,0.005217391,0.003636364,62.666664,75.2569175
GRNHOU,2,20,Forbs,BLANK,Forbs,3,16,6,,JMP,,1800,4800,Forbs,13,0.011794566,0.006293706,0.01141222,0.034666667,0.002,0.006874302,0.005454545,0.005152385,0.016,0.0016,21.23021894,32.99665034
GRNHOU,2,20,Soft Loose Litter,BLANK,Soft loose litter,65,1,1,,JMP,,6500,6500,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,894.08657,677.699254
GRNHOU,2,20,Woody Litter,BLANK,Woody litter,16,10,4,,JMP,,6400,16000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,3888.371132,5090.701751
GRNHOU,2,25,Forbs,BLANK,Forbs,3,26,14,,JMP,,4200,7800,Forbs,13,0.011794566,0.006293706,0.01141222,0.034666667,0.002,0.006874302,0.005454545,0.005152385,0.016,0.0016,49.53717752,53.6195568
GRNHOU,2,25,Grasses,BLANK,Grass,5,65,20,,JMP,,10000,32500,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,20.98861833,51.39414313
GRNHOU,2,25,Soft Loose Litter,BLANK,Soft loose litter,75,2,1,,JMP,,7500,15000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1031.63835,1563.921355
GRNHOU,2,25,UNK FORB 4,Unknown,Dominant forb,3,20,15,unk forb,JMP,,4500,6000,Dominant forb,48,0.006737349,0.00330991,0.008166099,0.034222222,0.000446753,0.004333342,0.002488971,0.004294428,0.018666667,0.00040281,30.31807228,26.00005163
GRNHOU,2,25,Woody Litter,BLANK,Woody litter,15,8,2,,JMP,,3000,12000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,1822.673968,3818.026313
GRNHOU,2,30,Soft Loose Litter,BLANK,Soft loose litter,94,3,2,,JMP,,18800,28200,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,2585.973464,2940.172148
GRNHOU,2,30,Woody Litter,BLANK,Woody litter,6,6,2,,JMP,,1200,3600,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,729.0695872,1145.407894
GRNHOU,2,35,Grasses,BLANK,Grass,1,40,15,,JMP,,1500,4000,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,3.14829275,6.325433
GRNHOU,2,35,Pinus ponderosa Seedling,Pinus ponderosa,Tree,1,6,6,Seedling,JMP,"In cover, T was replaced by 1",600,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNHOU,2,35,Soft Loose Litter,BLANK,Soft loose litter,25,10,5,,JMP,,12500,25000,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1719.39725,2606.535592
GRNHOU,2,35,Woody Litter,BLANK,Woody litter,75,55,20,,JMP,,150000,412500,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,91133.6984,131244.6545
GRNHOU,2,40,calocedrus decurrens,Calocedrus decurrens,Tree,2,100,100,,JMP,,20000,20000,Tree,4,0.187606838,0.007880342,0.362952684,0.732,0.002666667,0.065435898,0.007538462,0.1191206,0.244,0.002666667,3752.136755,1308.71795
GRNHOU,2,40,Soft Loose Litter,BLANK,Soft loose litter,85,5,3,,JMP,,25500,42500,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,3507.57039,4431.110507
GRNHOU,2,40,Woody Litter,BLANK,Woody litter,15,7,2,,JMP,,3000,10500,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,1822.673968,3340.773024
GRNHOU,2,45,Abies concolor,Abies concolor,Tree,30,90,60,,JMP,,180000,270000,Tree,4,0.005854563,0.006639044,0.003142225,0.00875,0.001390164,0.004644725,0.005094368,0.002348455,0.007,0.001390164,1053.82134,1254.07575
GRNHOU,2,45,gallium sp,Gallium sp.,Dominant forb,4,24,12,,JMP,,4800,9600,Dominant forb,4,0.004900974,0.002904978,0.005807687,0.013333333,0.000460606,0.002719972,0.001953074,0.002879902,0.006666667,0.000307071,23.5246728,26.1117264
GRNHOU,2,45,Soft Loose Litter,BLANK,Soft loose litter,45,5,3,,JMP,,13500,22500,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,1856.94903,2345.882033
GRNHOU,2,45,Woody Litter,BLANK,Woody litter,22,5,2,,JMP,,4400,11000,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,2673.255153,3499.857454
GRNKAN,1,0,Grasses,BLANK,Grass,1,7,4,,JMP,,400,700,Grass,12,0.002098862,0.001637363,0.001509254,0.005714286,0.00075,0.001581358,0.000984985,0.001502082,0.005714286,0.000457143,0.839544733,1.106950775
GRNKAN,1,0,hieracium albiflorum,Hieracium albiflorum,Dominant forb,5,69,40,,JMP,,20000,34500,Dominant forb,1,0.002285714,0.002285714,NA,0.002285714,0.002285714,0.001714286,0.001714286,NA,0.001714286,0.001714286,45.71428,59.142867
GRNKAN,1,0,kelloggia galioides,Kelloggia galioides,Dominant forb,2,14,6,,JMP,,1200,2800,Dominant forb,4,0.004900974,0.002904978,0.005807687,0.013333333,0.000460606,0.002719972,0.001953074,0.002879902,0.006666667,0.000307071,5.8811682,7.6159202
GRNKAN,1,0,Pinus Seedling,Pinus sp.,Tree,1,4,4,Seedling,JMP,"In cover, T was replaced by 1",400,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNKAN,1,0,Soft Loose Litter,BLANK,Soft loose litter,97,3,2,,JMP,,19400,29100,Soft loose litter,77,0.13755178,0.083902439,0.226653258,1.862,0.007666667,0.104261424,0.057851852,0.21803323,1.862,0.007666667,2668.504532,3034.007429
GRNKAN,1,0,Woody Litter,BLANK,Woody litter,3,1,1,,JMP,,300,300,Woody litter,66,0.607557989,0.42,0.599188331,2.94,0.07,0.318168859,0.216,0.319545507,1.47,0.041288889,182.2673968,95.45065783
