ID,Site,Date,Transect,Meter,Species,DBH_cm,Intact,State,Height_m,Comments,Entered_by,Range,DBH_inch,Biomass
956,HISQUE,31-Jul-17,2,25-30,Pinaceae,21,Y,D,,,JMP,,8.267721,131.1865682
957,HISQUE,31-Jul-17,2,25-30,Pinaceae,29,Y,D,,,JMP,,11.417329,281.1592965
958,HISQUE,31-Jul-17,2,25-30,Pinaceae,52,Y,D,,,JMP,,20.472452,1113.441819
959,HISQUE,31-Jul-17,2,15-20,Pinaceae,46,Y,D,,,JMP,,18.110246,834.1952694
960,HISQUE,31-Jul-17,2,15-Oct,Pinaceae,19,Y,D,,,JMP,,7.480319,103.5345623
961,HISQUE,31-Jul-17,2,10-May,Pinaceae,18,Y,D,,,JMP,,7.086618,91.09859209
962,HISQUE,31-Jul-17,2,0-5,Pinaceae,39,Y,D,,,JMP,,15.354339,565.3960001
963,HISQUE,31-Jul-17,2,0-5,Pinaceae,21,Y,D,,,JMP,,8.267721,131.1865682
964,HITEDD,17-Jul-17,1,0-5,Calocedrus decurrens,43,Y,D,,,JMP,,16.929143,604.4878203
965,HITEDD,17-Jul-17,1,10-May,Pinaceae,32,N,D,3,,JMP,,12.598432,134.956763
966,HITEDD,17-Jul-17,1,15-Oct,Pinaceae,17,Y,D,,,JMP,,6.692917,79.5663773
967,HITEDD,17-Jul-17,1,30-35,Pinaceae,38,Y,D,,,JMP,,14.960638,531.821205
968,HITEDD,17-Jul-17,1,35-40,Pinaceae,17,Y,D,,,JMP,,6.692917,79.5663773
969,HITEDD,17-Jul-17,1,45-50,Pinaceae,29,Y,D,,,JMP,,11.417329,281.1592965
970,HITEDD,17-Jul-17,1,40-45,Pinaceae,30,Y,D,,,JMP,,11.81103,304.5719383
971,HITEDD,17-Jul-17,1,35-40,Pinaceae,16,Y,D,,,JMP,,6.299216,68.91992766
972,HITEDD,17-Jul-17,1,15-20,Pinaceae,23,Y,D,,,JMP,,9.055123,162.6543956
973,HITEDD,17-Jul-17,1,10-May,Pinaceae,62,Y,D,,,JMP,,24.409462,1684.645452
974,HITEDD,17-Jul-17,2,0-5,Pinaceae,51,Y,D,,,JMP,,20.078751,1063.675027
975,HITEDD,17-Jul-17,2,0-5,Pinaceae,30,Y,D,,,JMP,,11.81103,304.5719383
976,HITEDD,17-Jul-17,2,10-May,Pinaceae,25,Y,D,,,JMP,,9.842525,198.0620412
977,HITEDD,17-Jul-17,2,15-20,Pinaceae,62,Y,D,,,JMP,,24.409462,1684.645452
978,HITEDD,17-Jul-17,2,15-20,Pinaceae,34,Y,D,,,JMP,,13.385834,409.1598013
979,HITEDD,17-Jul-17,2,35-40,Pinaceae,22,Y,D,,,JMP,,8.661422,146.4355814
980,HITEDD,17-Jul-17,2,35-40,Pinaceae,49,Y,D,,,JMP,,19.291349,968.039653
981,HITEDD,17-Jul-17,2,45-50,Pinaceae,45,Y,D,,,JMP,,17.716545,792.1054273
982,HITEDD,17-Jul-17,2,35-40,Pinaceae,19,Y,D,,,JMP,,7.480319,103.5345623
983,HITEDD,17-Jul-17,2,30-35,Pinaceae,22,Y,D,,,JMP,,8.661422,146.4355814
984,HITEDD,17-Jul-17,2,25-30,Pinaceae,38,Y,D,,,JMP,,14.960638,531.821205
985,HITEDD,17-Jul-17,2,25-30,Pinaceae,19,Y,D,,,JMP,,7.480319,103.5345623
986,HITEDD,17-Jul-17,2,25-30,Pinaceae,44,Y,D,,,JMP,,17.322844,751.2621124
987,HITEDD,17-Jul-17,2,25-30,Pinaceae,34,Y,D,,,JMP,,13.385834,409.1598013
988,HITEDD,17-Jul-17,2,25-30,Pinaceae,47,Y,D,,,JMP,,18.503947,877.5412753
989,HITEDD,17-Jul-17,2,25-30,Pinaceae,45,Y,D,,,JMP,,17.716545,792.1054273
990,HITEDD,17-Jul-17,2,25-30,Pinaceae,34,Y,D,,,JMP,,13.385834,409.1598013
991,HITEDD,17-Jul-17,2,15-20,Pinaceae,51,Y,D,,,JMP,,20.078751,1063.675027
992,HIWALK,07-Jun-17,1,20-25,Pinaceae,34,Y,D,,,JMP,,13.385834,409.1598013
993,HIWALK,07-Jun-17,1,25-30,Pinaceae,39.5,Y,D,,,JMP,,15.5511895,582.6273157
994,HIWALK,07-Jun-17,1,30-35,Pinaceae,38.6,Y,D,,,JMP,,15.1968586,551.8244133
995,HIWALK,07-Jun-17,1,30-35,Pinaceae,25,Y,D,,,JMP,,9.842525,198.0620412
996,HIWALK,07-Jun-17,1,40-45,Pinaceae,28,Y,D,,,JMP,,11.023628,258.8152183
997,HIWALK,07-Jun-17,1,45-50,Pinaceae,31,Y,D,,,JMP,,12.204731,329.0659289
998,HIWALK,07-Jun-17,1,45-50,Pinaceae,34,Y,D,,,JMP,,13.385834,409.1598013
999,HIWALK,07-Jun-17,1,45-50,Pinaceae,25.5,Y,D,,,JMP,,10.0393755,207.5434119
1000,HIWALK,07-Jun-17,1,45-50,Pinaceae,26.5,Y,D,,,JMP,,10.4330765,227.2739698
1001,HIWALK,07-Jun-17,1,45-50,Pinaceae,30,Y,D,,,JMP,,11.81103,304.5719383
1002,HIWALK,07-Jun-17,2,0-5,Pinaceae,22,Y,D,,,JMP,,8.661422,146.4355814
1003,HIWALK,07-Jun-17,2,0-5,Pinaceae,32,Y,D,,,JMP,,12.598432,354.653778
1004,HIWALK,07-Jun-17,2,0-5,Pinaceae,26.5,Y,D,,,JMP,,10.4330765,227.2739698
1005,HIWALK,07-Jun-17,2,10-May,Pinaceae,27,Y,D,,,JMP,,10.629927,237.5266275
1006,HIWALK,07-Jun-17,2,10-May,Pinaceae,24,Y,D,,,JMP,,9.448824,179.8582713
1007,HIWALK,07-Jun-17,2,10-May,Pinaceae,31,Y,D,,,JMP,,12.204731,329.0659289
1008,HIWALK,07-Jun-17,2,15-Oct,Pinaceae,29.5,Y,D,,,JMP,,11.6141795,292.7312412
1009,HIWALK,07-Jun-17,2,15-Oct,Pinaceae,24,Y,D,,,JMP,,9.448824,179.8582713
1010,HIWALK,07-Jun-17,2,15-Oct,Pinaceae,27,Y,D,,,JMP,,10.629927,237.5266275
1011,HIWALK,07-Jun-17,2,15-Oct,Pinaceae,25.5,Y,D,,,JMP,,10.0393755,207.5434119
1012,HIWALK,07-Jun-17,2,15-20,Pinaceae,21,Y,D,,,JMP,,8.267721,131.1865682
1013,HIWALK,07-Jun-17,2,15-20,Pinaceae,29.5,Y,D,,,JMP,,11.6141795,292.7312412
1014,HIWALK,07-Jun-17,2,15-20,Pinaceae,26,Y,D,,,JMP,,10.236226,217.2801394
1015,HIWALK,07-Jun-17,2,15-20,Pinaceae,19.5,Y,D,,,JMP,,7.6771695,110.0969002
1016,HIWALK,07-Jun-17,2,15-20,Pinaceae,23.5,Y,D,,,JMP,,9.2519735,171.1322641
1017,HIWALK,07-Jun-17,2,25-30,Pinaceae,19.5,Y,D,,,JMP,,7.6771695,110.0969002
1018,HIWALK,07-Jun-17,2,25-30,Pinaceae,18.5,N,D,3.5,,JMP,,7.2834685,50.7810137
1019,HIWALK,07-Jun-17,2,25-30,Pinaceae,21,Y,D,,,JMP,,8.267721,131.1865682
1020,HIWALK,07-Jun-17,2,25-30,Pinaceae,25,N,D,6,,JMP,,9.842525,120.8232941
1021,HIWALK,07-Jun-17,2,30-35,Pinaceae,24,Y,D,,,JMP,,9.448824,179.8582713
1022,HIWALK,07-Jun-17,2,30-35,Pinaceae,35.5,Y,D,,,JMP,,13.9763855,453.0000347
1023,HIWALK,07-Jun-17,2,30-35,Pinaceae,35,Y,D,,,JMP,,13.779535,438.101744
1024,HIWALK,07-Jun-17,2,35-40,Pinaceae,44.5,Y,D,,,JMP,,17.5196945,771.5285617
1025,HIWALK,07-Jun-17,2,40-45,Pinaceae,45,Y,D,,,JMP,,17.716545,792.1054273
1026,HIWALK,07-Jun-17,2,40-45,Pinaceae,17,Y,D,,,JMP,,6.692917,79.5663773
1027,HIWALK,07-Jun-17,2,40-45,Pinaceae,38,Y,D,,,JMP,,14.960638,531.821205
1028,HIWALK,07-Jun-17,2,45-50,Pinaceae,55,Y,D,,,JMP,,21.653555,1270.644971
1029,HIWALK,07-Jun-17,2,45-50,Pinaceae,48,Y,D,,,JMP,,18.897648,922.1529464
1030,HIWALK,07-Jun-17,2,45-50,Pinaceae,29,Y,D,,,JMP,,11.417329,281.1592965
1031,HIWALK,07-Jun-17,2,45-50,Pinaceae,15,Y,D,,,JMP,,5.905515,59.14054473
1032,MIXBUS,24-Jul-17,1,35-40,Calocedrus decurrens,140.1,Y,UH,,,JMP,,55.1575101,9248.084236
1033,MIXBUS,24-Jul-17,1,30-35,Pinus lambertiana,154.1,Y,H,,,JMP,,60.6693241,16822.22962
1034,MIXBUS,24-Jul-17,1,30-35,Abies sp.,30.2,Y,D,,,JMP,,11.8897702,349.2319175
1035,MIXBUS,24-Jul-17,1,25-30,Abies sp.,25.3,Y,D,,,JMP,,9.9606353,224.6554936
1036,MIXBUS,24-Jul-17,1,25-30,Abies sp.,22.4,Y,D,,,JMP,,8.8189024,165.8265734
1037,MIXBUS,24-Jul-17,1,20-25,Pinus lambertiana,133.6,Y,H,,,JMP,,52.5984536,11883.08098
1038,MIXBUS,24-Jul-17,1,20-25,Abies sp.,16.8,Y,D,,,JMP,,6.6141768,80.83545466
1039,MIXBUS,24-Jul-17,1,20-25,Calocedrus decurrens,21,Y,D,,,JMP,,8.267721,118.8896398
1040,MIXBUS,24-Jul-17,1,20-25,Abies sp.,23.8,Y,D,,,JMP,,9.3700838,192.8990541
1041,MIXBUS,24-Jul-17,1,15-20,Pinaceae,33.8,N,D,3,,JMP,,13.3070938,150.5124041
1042,MIXBUS,24-Jul-17,1,15-20,Abies sp.,22.3,Y,D,,,JMP,,8.7795323,163.9857195
1043,MIXBUS,24-Jul-17,1,15-20,Pinaceae,47,Y,D,,,JMP,,18.503947,877.5412753
1044,MIXBUS,24-Jul-17,1,15-Oct,Abies sp.,33.1,Y,H,,,JMP,,13.0315031,466.5391254
1045,MIXBUS,24-Jul-17,1,15-Oct,Abies sp.,29,Y,D,,,JMP,,11.417329,315.680615
1046,MIXBUS,24-Jul-17,1,10-May,Calocedrus decurrens,53.1,Y,H,,,JMP,,20.9055231,1033.123603
1047,MIXBUS,24-Jul-17,1,10-May,Pinus lambertiana,136.3,Y,H,,,JMP,,53.6614463,12476.33051
1048,MIXBUS,24-Jul-17,2,45-50,Abies sp.,25.7,Y,D,,,JMP,,10.1181157,233.614988
1049,MIXBUS,24-Jul-17,2,45-50,Abies sp.,16.2,N,D,15,,JMP,,6.3779562,120.2117963
1050,MIXBUS,24-Jul-17,2,40-45,Abies sp.,18.3,Y,D,,,JMP,,7.2047283,100.102957
1051,MIXBUS,24-Jul-17,2,40-45,Calocedrus decurrens,22.4,Y,D,,,JMP,,8.8189024,137.6768343
1052,MIXBUS,24-Jul-17,2,40-45,Abies sp.,31.6,Y,D,,,JMP,,12.4409516,390.9581485
1053,MIXBUS,24-Jul-17,2,40-45,Abies sp.,104.8,N,D,30,,JMP,,41.2598648,6491.178269
1054,MIXBUS,24-Jul-17,2,35-40,Abies magnifica,63.9,Y,H,,,JMP,,25.1574939,2386.474051
1055,MIXBUS,24-Jul-17,2,35-40,Calocedrus decurrens,28.6,Y,D,,,JMP,,11.2598486,239.7987973
1056,MIXBUS,24-Jul-17,2,35-40,Abies sp.,33.3,Y,D,,,JMP,,13.1102433,445.449905
1057,MIXBUS,24-Jul-17,2,35-40,Calocedrus decurrens,25.6,Y,D,,,JMP,,10.0787456,186.4664787
1058,MIXBUS,24-Jul-17,2,30-35,Calocedrus decurrens,16.9,N,D,3,,JMP,,6.6535469,39.18096175
1059,MIXBUS,24-Jul-17,2,30-35,Abies sp.,17.4,Y,D,,,JMP,,6.8503974,88.24841532
1060,MIXBUS,24-Jul-17,2,30-35,Pinus lambertiana,173.6,Y,H,,,JMP,,68.3464936,22484.46338
1061,MIXBUS,24-Jul-17,2,30-35,Abies sp.,20.7,Y,D,,,JMP,,8.1496107,136.1792348
1062,MIXBUS,24-Jul-17,2,30-35,Abies sp.,16,Y,D,,,JMP,,6.299216,71.54828637
1063,MIXBUS,24-Jul-17,2,30-35,Abies sp.,17.5,Y,D,,,JMP,,6.8897675,89.52174394
1064,MIXBUS,24-Jul-17,2,30-35,Abies sp.,21.8,Y,D,,,JMP,,8.5826818,154.9646018
1065,MIXBUS,24-Jul-17,2,30-35,Abies sp.,26.6,Y,D,,,JMP,,10.4724466,254.5434631
1066,MIXBUS,24-Jul-17,2,25-30,Abies sp.,22,Y,D,,,JMP,,8.661422,158.5365252
1067,MIXBUS,24-Jul-17,2,25-30,Abies sp.,26.6,Y,D,,,JMP,,10.4724466,254.5434631
1068,MIXBUS,24-Jul-17,2,25-30,Abies sp.,29.5,Y,D,,,JMP,,11.6141795,329.4147382
1069,MIXBUS,24-Jul-17,2,25-30,Abies sp.,18.4,Y,D,,,JMP,,7.2440984,101.4753783
1070,MIXBUS,24-Jul-17,2,25-30,Abies sp.,22.8,Y,D,,,JMP,,8.9763828,173.3129741
1071,MIXBUS,24-Jul-17,2,25-30,Abies sp.,17.3,Y,D,,,JMP,,6.8110273,86.98594734
1072,MIXBUS,24-Jul-17,2,25-30,Abies sp.,16.1,Y,D,,,JMP,,6.3385861,72.67235374
1073,MIXBUS,24-Jul-17,2,25-30,Abies sp.,22.1,Y,D,,,JMP,,8.7007921,160.3407221
1074,MIXBUS,24-Jul-17,2,25-30,Abies sp.,21.7,Y,D,,,JMP,,8.5433117,153.1968217
1075,MIXBUS,24-Jul-17,2,20-25,Abies magnifica,50.5,Y,H,,,JMP,,19.8819005,1330.865334
1076,MIXBUS,24-Jul-17,2,20-25,Abies sp.,23.7,Y,D,,,JMP,,9.3307137,190.8840051
1077,MIXBUS,24-Jul-17,2,20-25,Abies sp.,23.3,Y,D,,,JMP,,9.1732333,182.949665
1078,MIXBUS,24-Jul-17,2,20-25,Abies sp.,21.9,Y,D,,,JMP,,8.6220519,156.7444941
1079,MIXBUS,24-Jul-17,2,15-20,Abies concolor,40.3,Y,H,,,JMP,,15.8661503,760.3102206
1080,MIXBUS,24-Jul-17,2,15-20,Calocedrus decurrens,99.5,Y,UH,,,JMP,,39.1732495,4268.749259
1081,MIXBUS,24-Jul-17,2,15-20,Abies magnifica,33.4,Y,H,,,JMP,,13.1496134,477.1021459
1082,MIXBUS,24-Jul-17,2,15-Oct,Abies sp.,19.2,Y,D,,,JMP,,7.5590592,112.8589002
1083,MIXBUS,24-Jul-17,2,15-Oct,Abies concolor,37.5,Y,H,,,JMP,,14.7637875,635.8989017
1084,MIXBUS,24-Jul-17,2,10-May,Abies magnifica,45.7,Y,H,,,JMP,,17.9921357,1038.730649
1085,MIXBUS,24-Jul-17,2,10-May,Abies sp.,15.1,Y,D,,,JMP,,5.9448851,61.89714175
1086,MIXBUS,24-Jul-17,2,10-May,Abies concolor,33.5,Y,H,,,JMP,,13.1889835,480.6545649
1087,MIXBUS,24-Jul-17,2,10-May,Abies sp.,15.4,Y,D,,,JMP,,6.0629954,65.02176823
1088,MIXBUS,24-Jul-17,2,10-May,Abies sp.,18.9,Y,D,,,JMP,,7.4409489,108.5054446
1089,MIXBUS,24-Jul-17,2,0-5,Abies sp.,31.7,Y,D,,,JMP,,12.4803217,394.0465571
1090,MIXBUS,24-Jul-17,2,0-5,Abies sp.,32.3,Y,D,,,JMP,,12.7165423,412.8825701
1091,MIXBUS,24-Jul-17,2,0-5,Abies sp.,37.7,Y,D,,,JMP,,14.8425277,606.6883958
1092,MIXBUS,24-Jul-17,2,0-5,Pinus lambertiana,201.3,Y,D,,,JMP,,79.2520113,30531.66121
1093,MIXBUT,26-Jun-17,1,0-5,Abies sp.,26,N,D,30,,MJH,,10.236226,492.5954221
1094,MIXBUT,27-Jun-17,1,0-5,Abies sp.,46,N,D,35,,MJH,,18.110246,1503.713638
1095,MIXBUT,26-Jun-17,1,10-May,Abies sp.,21,Y,D,,,MJH,,8.267721,141.1592312
1096,MIXBUT,26-Jun-17,1,10-May,Abies sp.,39,Y,D,,,MJH,,15.354339,660.0950209
1097,MIXBUT,26-Jun-17,1,15-Oct,Abies sp.,39.5,Y,D,,,MJH,,15.5511895,681.3554738
1098,MIXBUT,26-Jun-17,1,15-Oct,Abies sp.,61,Y,D,,,MJH,,24.015761,2007.906433
1099,MIXBUT,26-Jun-17,1,15-Oct,Abies sp.,31,Y,D,,,MJH,,12.204731,372.7312446
1100,MIXBUT,26-Jun-17,1,15-20,Abies sp.,26,Y,D,,,MJH,,10.236226,240.4722287
1101,MIXBUT,26-Jun-17,1,15-20,Abies sp.,35,Y,D,,,MJH,,13.779535,504.2368258
1102,MIXBUT,26-Jun-17,1,15-20,Abies sp.,45,N,D,10,,MJH,,17.716545,565.1909028
1103,MIXBUT,26-Jun-17,1,15-20,Abies sp.,37.5,Y,D,,,MJH,,14.7637875,598.709806
1104,MIXBUT,26-Jun-17,1,15-20,Abies sp.,59,N,D,20,,MJH,,23.228359,1527.524825
1105,MIXBUT,26-Jun-17,1,15-20,Abies sp.,27,Y,D,,,MJH,,10.629927,264.190658
1106,MIXBUT,26-Jun-17,1,20-25,Abies sp.,51,Y,D,,,MJH,,20.078751,1286.52468
1107,MIXBUT,26-Jun-17,1,20-25,Abies sp.,47,Y,D,,,MJH,,18.503947,1050.029403
1108,MIXBUT,26-Jun-17,1,20-25,Abies sp.,22,Y,D,,,MJH,,8.661422,158.5365252
1109,MIXBUT,26-Jun-17,1,25-30,Abies sp.,45,Y,D,,,MJH,,17.716545,942.3837923
1110,MIXBUT,26-Jun-17,1,25-30,Abies sp.,25,Y,D,,,MJH,,9.842525,218.0726261
1111,MIXBUT,26-Jun-17,1,25-30,Abies sp.,53,Y,H,,,MJH,,20.866153,1500.393002
1112,MIXBUT,26-Jun-17,1,25-30,Abies sp.,48,Y,D,,,MJH,,18.897648,1106.475911
1113,MIXBUT,26-Jun-17,1,25-30,Abies sp.,31,Y,D,,,MJH,,12.204731,372.7312446
1114,MIXBUT,26-Jun-17,1,25-30,Abies sp.,22,Y,D,,,MJH,,8.661422,158.5365252
1115,MIXBUT,26-Jun-17,1,30-35,Abies sp.,27.5,N,D,15,,MJH,,10.8267775,302.3517374
1116,MIXBUT,26-Jun-17,1,30-35,Abies sp.,78,Y,D,,,MJH,,30.708678,3698.937898
1117,MIXBUT,26-Jun-17,1,30-35,Abies sp.,22.5,Y,D,,,MJH,,8.8582725,167.6796993
1118,MIXBUT,26-Jun-17,1,30-35,Abies sp.,49,Y,D,,,MJH,,19.291349,1164.695508
1119,MIXBUT,26-Jun-17,1,30-35,Abies sp.,46,Y,D,,,MJH,,18.110246,995.3380687
1120,MIXBUT,26-Jun-17,1,30-35,Abies sp.,21,N,D,10,,MJH,,8.267721,136.5901885
1121,MIXBUT,26-Jun-17,1,35-40,Abies sp.,26.5,Y,D,,,MJH,,10.4330765,252.1650619
1122,MIXBUT,26-Jun-17,1,35-40,Abies sp.,42,Y,D,,,MJH,,16.535442,793.7590244
1123,MIXBUT,26-Jun-17,1,35-40,Abies sp.,41,Y,D,,,MJH,,16.141741,747.5675989
1124,MIXBUT,26-Jun-17,1,35-40,Abies sp.,20,Y,D,,,MJH,,7.87402,124.9713887
1125,MIXBUT,26-Jun-17,1,35-40,Abies sp.,30,Y,D,,,MJH,,11.81103,343.4993175
1126,MIXBUT,26-Jun-17,1,40-45,Abies sp.,30,Y,D,,,MJH,,11.81103,343.4993175
1127,MIXBUT,26-Jun-17,1,40-45,Abies sp.,35,Y,D,,,MJH,,13.779535,504.2368258
1128,MIXBUT,26-Jun-17,1,40-45,Abies sp.,55,Y,UH,,,MJH,,21.653555,1644.836993
1129,MIXBUT,26-Jun-17,1,45-50,Abies sp.,41.5,Y,D,,,MJH,,16.3385915,770.4566991
1130,MIXBUT,26-Jun-17,1,45-50,Abies sp.,27,Y,D,,,MJH,,10.629927,264.190658
1131,MIXBUT,26-Jun-17,1,45-50,Abies sp.,55.5,Y,D,,,MJH,,21.8504055,1587.548702
1132,MIXBUT,26-Jun-17,1,45-50,Abies sp.,28.5,Y,UH,,,MJH,,11.2204785,321.8391872
1133,MIXBUT,26-Jun-17,1,45-50,Abies sp.,49,Y,H,,,MJH,,19.291349,1234.921751
1134,MIXBUT,26-Jun-17,1,45-50,Abies sp.,43,Y,H,,,MJH,,16.929143,893.0494613
1135,MIXBUT,26-Jun-17,1,45-50,Abies sp.,18.5,Y,D,,,MJH,,7.2834685,102.8589579
1136,MIXBUT,27-Jun-17,2,0-5,Abies sp.,88.3,Y,D,,,MJH,,34.7637983,5033.950004
1137,MIXBUT,27-Jun-17,2,0-5,Abies sp.,20.2,Y,D,,,MJH,,7.9527602,128.1151226
1138,MIXBUT,27-Jun-17,2,0-5,Abies sp.,39.5,Y,D,,,MJH,,15.5511895,681.3554738
1139,MIXBUT,27-Jun-17,2,10-May,Abies sp.,76.1,N,D,25,,MJH,,29.9606461,2957.669786
1140,MIXBUT,27-Jun-17,2,10-May,Abies sp.,97.8,Y,D,,,MJH,,38.5039578,6488.615545
1141,MIXBUT,27-Jun-17,2,15-20,Abies sp.,85.5,Y,D,,,MJH,,33.6614355,4646.661593
1142,MIXBUT,27-Jun-17,2,20-25,Abies sp.,38.1,Y,D,,,MJH,,15.0000081,622.8351031
1143,MIXBUT,27-Jun-17,2,25-30,Abies sp.,26,Y,D,,,MJH,,10.236226,240.4722287
1144,MIXBUT,27-Jun-17,2,25-30,Abies sp.,20.3,Y,D,,,MJH,,7.9921303,129.7044861
1145,MIXBUT,27-Jun-17,2,25-30,Abies sp.,53.9,Y,D,,,MJH,,21.2204839,1476.184839
1146,MIXBUT,27-Jun-17,2,25-30,Abies sp.,18.4,Y,D,,,MJH,,7.2440984,101.4753783
1147,MIXBUT,27-Jun-17,2,25-30,Abies sp.,38.1,Y,D,,,MJH,,15.0000081,622.8351031
1148,MIXBUT,27-Jun-17,2,25-30,Abies sp.,26.5,Y,D,,,MJH,,10.4330765,252.1650619
1149,MIXBUT,27-Jun-17,2,25-30,Abies sp.,62.5,Y,D,,,MJH,,24.6063125,2132.887271
1150,MIXBUT,27-Jun-17,2,25-30,Abies sp.,32.5,Y,D,,,MJH,,12.7952825,419.2781731
1151,MIXBUT,27-Jun-17,2,30-35,Abies sp.,30.5,Y,D,,,MJH,,12.0078805,357.9372091
1152,MIXBUT,27-Jun-17,2,30-35,Abies sp.,62,Y,D,,,MJH,,24.409462,2090.726136
1153,MIXBUT,27-Jun-17,2,30-35,Abies sp.,66.9,Y,D,,,MJH,,26.3385969,2525.829901
1154,MIXBUT,27-Jun-17,2,30-35,Abies sp.,52.5,Y,D,,,MJH,,20.6693025,1382.681394
1155,MIXBUT,27-Jun-17,2,30-35,Abies sp.,26.6,Y,D,,,MJH,,10.4724466,254.5434631
1156,MIXBUT,27-Jun-17,2,30-35,Abies sp.,16.3,N,D,6,,MJH,,6.4173263,59.14405729
1157,MIXBUT,27-Jun-17,2,35-40,Abies sp.,62.4,Y,D,,,MJH,,24.5669424,2124.41483
1158,MIXBUT,27-Jun-17,2,35-40,Abies sp.,35.8,Y,D,,,MJH,,14.0944958,533.4173577
1159,MIXBUT,27-Jun-17,2,35-40,Abies sp.,48.9,Y,D,,,MJH,,19.2519789,1158.793253
1160,MIXBUT,27-Jun-17,2,40-45,Abies sp.,55.8,Y,UH,,,MJH,,21.9685158,1704.845346
1161,MIXBUT,27-Jun-17,2,40-45,Abies sp.,24.9,Y,D,,,MJH,,9.8031549,215.9042524
1162,MIXBUT,27-Jun-17,2,40-45,Abies sp.,24.3,N,D,11,,MJH,,9.5669343,190.8088595
1163,MIXDP2,04-Jul-17,1,0-5,Pinus sp.,18.1,Y,D,,,JMP,,7.1259881,85.36009719
1164,MIXDP2,04-Jul-17,1,0-5,Pinaceae,19.7,Y,D,,,JMP,,7.7559097,112.7867894
1165,MIXDP2,04-Jul-17,1,10-May,Pinaceae,23.6,Y,D,,,JMP,,9.2913436,172.8575551
1166,MIXDP2,04-Jul-17,1,15-20,Pinus sp.,25.2,Y,D,,,JMP,,9.9212652,191.9905433
1167,MIXDP2,04-Jul-17,1,25-30,Pinus sp.,16.5,Y,D,,,JMP,,6.4960665,68.0195581
1168,MIXDP2,04-Jul-17,1,30-35,Pinaceae,53.4,Y,H,,,JMP,,21.0236334,1256.222057
1169,MIXDP2,04-Jul-17,1,40-45,Pinus sp.,18.7,Y,D,,,JMP,,7.3622087,92.46658129
1170,MIXDP2,04-Jul-17,1,40-45,Quercus kelloggii,25.8,Y,D,,,JMP,,10.1574858,357.0673699
1171,MIXDP2,04-Jul-17,1,40-45,Calocedrus decurrens,16.3,Y,D,,,JMP,,6.4173263,66.78307512
1172,MIXDP2,04-Jul-17,1,45-50,Calocedrus decurrens,30,Y,D,,,JMP,,11.81103,267.26457
1173,MIXDP2,04-Jul-17,1,40-45,Pinus sp.,23.3,Y,UH,,,JMP,,9.1732333,169.113331
1174,MIXDP2,04-Jul-17,1,30-35,Pinus sp.,15.8,Y,D,,,JMP,,6.2204758,61.15169124
1175,MIXDP2,04-Jul-17,1,25-30,Pinus sp.,17.3,Y,D,,,JMP,,6.8110273,76.40046087
1176,MIXDP2,04-Jul-17,1,20-25,Pinus sp.,19.6,Y,D,,,JMP,,7.7165396,103.7592977
1177,MIXDP2,04-Jul-17,1,20-25,Pinus sp.,16.2,Y,D,,,JMP,,6.3779562,65.02351301
1178,MIXDP2,04-Jul-17,1,15-20,Pinaceae,16.3,Y,D,,,JMP,,6.4173263,72.02195534
1179,MIXDP2,04-Jul-17,1,15-20,Pinaceae,18.5,Y,D,,,JMP,,7.2834685,97.20250921
1180,MIXDP2,04-Jul-17,1,15-20,Pinus sp.,17.7,Y,D,,,JMP,,6.9685077,80.80720809
1181,MIXDP2,04-Jul-17,1,0-5,Pinaceae,16.6,Y,D,,,JMP,,6.5354366,75.20253612
1182,MIXDP2,04-Jul-17,1,0-5,Pinaceae,22.7,N,D,2.5,,JMP,,8.9370127,63.58276822
1183,MIXDP2,04-Jul-17,1,0-5,Pinaceae,26.8,Y,D,,,JMP,,10.5511868,233.3943956
1184,MIXDP2,04-Jul-17,2,0-5,Pinus sp.,40.2,Y,H,,,JMP,,15.8267802,638.1649215
1185,MIXDP2,04-Jul-17,2,0-5,Pinaceae,17.6,Y,D,,,JMP,,6.9291376,86.37824791
1186,MIXDP2,04-Jul-17,2,10-May,Abies sp.,16.7,Y,UH,,,JMP,,6.5748067,85.43494391
1187,MIXDP2,04-Jul-17,2,10-May,Abies sp.,27.8,Y,UH,,,JMP,,10.9448878,302.5795995
1188,MIXDP2,04-Jul-17,2,10-May,Abies sp.,25.4,Y,UH,,,JMP,,10.0000054,241.8473158
1189,MIXDP2,04-Jul-17,2,10-May,Abies sp.,19.8,Y,UH,,,JMP,,7.7952798,130.3562595
1190,MIXDP2,04-Jul-17,2,10-May,Abies sp.,37.4,Y,UH,,,JMP,,14.7244174,631.6994239
1191,MIXDP2,04-Jul-17,2,10-May,Abies sp.,40,Y,H,,,JMP,,15.74804,746.3431473
1192,MIXDP2,04-Jul-17,2,10-May,Abies sp.,19.4,Y,UH,,,JMP,,7.6377994,123.919057
1193,MIXDP2,04-Jul-17,2,10-May,Abies sp.,19.7,Y,H,,,JMP,,7.7559097,128.7286992
1194,MIXDP2,04-Jul-17,2,15-Oct,Abies sp.,29.2,Y,UH,,,JMP,,11.4960692,341.8124638
1195,MIXDP2,04-Jul-17,2,15-Oct,Pinus sp.,18.2,Y,D,,,JMP,,7.1653582,86.52132271
1196,MIXDP2,04-Jul-17,2,15-Oct,Abies sp.,44.1,Y,H,,,JMP,,17.3622141,950.8167045
