Site,Date,Transect,Meter,Species,Shrub_or_Tree,Height_cm,Width_cm,Length_cm,Tree DBH_cm,Comments,Entered by,Review comment
GRNSNO,17-Jul-17,1,15-Oct,Abies concolor,Tree,,,,1.8,,AMM,
GRNSNO,17-Jul-17,1,15-Oct,Abies concolor,Tree,,,,1.9,,AMM,
GRNSNO,17-Jul-17,1,15-Oct,Abies concolor,Tree,,,,3.5,,AMM,
GRNSNO,17-Jul-17,1,15-Oct,Abies magnifica,Tree,,,,1.7,,AMM,
GRNSNO,17-Jul-17,1,15-Oct,Abies magnifica,Tree,,,,6,,AMM,
GRNSNO,17-Jul-17,1,15-Oct,Abies magnifica,Tree,,,,2.7,,AMM,
GRNSNO,17-Jul-17,1,15-Oct,Abies concolor,Tree,,,,3.8,,AMM,
GRNSNO,17-Jul-17,1,15-Oct,Abies concolor,Tree,,,,9,,AMM,
GRNSNO,17-Jul-17,1,15-Oct,Abies concolor,Tree,,,,6,,AMM,
GRNSNO,17-Jul-17,1,15-Oct,Ribes sp.,Shrub,45,75,70,,,AMM,
GRNSNO,17-Jul-17,1,10-May,Ribes sp.,Shrub,48,45,66,,,AMM,
GRNSNO,17-Jul-17,1,10-May,Ceanothus fresnensis,Shrub,72,152,175,,,AMM,
GRNSNO,17-Jul-17,1,10-May,Ribes sp.,Shrub,41,50,87,,,AMM,
GRNSNO,17-Jul-17,1,10-May,Ribes sp.,Shrub,33,70,100,,,AMM,
GRNSNO,17-Jul-17,1,10-May,Calocedrus decurrens,Tree,,,,4.5,,AMM,
GRNSNO,17-Jul-17,1,0-5,Abies concolor,Tree,,,,4.2,,AMM,
GRNSNO,17-Jul-17,1,0-5,Calocedrus decurrens,Tree,,,,2.4,,AMM,
GRNSNO,17-Jul-17,1,0-5,Abies magnifica,Tree,,,,11.5,,AMM,
GRNSNO,17-Jul-17,1,0-5,Ribes sp.,Shrub,60,122,78,,,AMM,
GRNSNO,17-Jul-17,1,0-5,Ribes sp.,Shrub,35,105,170,,,AMM,
GRNSNO,17-Jul-17,1,0-5,Ceanothus cordulatus,Shrub,110,360,325,,,AMM,
GRNSNO,17-Jul-17,1,0-5,Ribes sp.,Shrub,28,52,65,,,AMM,
GRNSNO,18-Jul-17,2,10-May,Ribes sp.,Shrub,45,68,109,,,AMM,
GRNSNO,18-Jul-17,2,15-Oct,Ribes sp.,Shrub,46,103,89,,,AMM,
GRNSNO,18-Jul-17,2,15-20,Ribes sp.,Shrub,51,93,230,,,AMM,
GRNSNO,18-Jul-17,2,15-20,Ribes sp.,Shrub,47,53,74,,,AMM,
GRNSNO,18-Jul-17,2,20-25,Ribes sp.,Shrub,33,113,136,,,AMM,
GRNSNO,18-Jul-17,2,25-30,Ribes sp.,Shrub,46,67,78,,,AMM,
GRNSNO,18-Jul-17,2,25-30,Ribes sp.,Shrub,45,52,93,,,AMM,
GRNSNO,18-Jul-17,2,25-30,Ribes sp.,Shrub,37,42,121,,,AMM,
GRNSNO,18-Jul-17,2,25-30,Ribes sp.,Shrub,53,68,94,,,AMM,
GRNSNO,18-Jul-17,2,25-30,Ribes sp.,Shrub,71,83,174,,,AMM,
GRNSNO,18-Jul-17,2,25-30,Ribes sp.,Shrub,32,53,60,,,AMM,
GRNSNO,18-Jul-17,2,25-30,Ribes sp.,Shrub,24,62,110,,,AMM,
GRNSNO,18-Jul-17,2,25-30,Ribes sp.,Shrub,55,62,68,,,AMM,
GRNSNO,18-Jul-17,2,25-30,Abies concolor,Tree,,,,1.4,,AMM,
GRNSNO,18-Jul-17,2,30-35,Ceanothus cordulatus,Shrub,124,65,335,,,AMM,
GRNSNO,18-Jul-17,2,30-35,Ceanothus cordulatus,Shrub,165,340,385,,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,1.4,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,1.3,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,1.6,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,2.2,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,3.3,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,1.5,,AMM,
GRNSNO,18-Jul-17,2,30-35,Ceanothus cordulatus,Shrub,155,144,350,,,AMM,
GRNSNO,18-Jul-17,2,30-35,Ceanothus cordulatus,Shrub,145,195,210,,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,2,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,1.9,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,1.5,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,1.7,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,5.2,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,2,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,1.2,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,2,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,1.6,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,1.1,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,1.6,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,2.4,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,3.2,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,2,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,1.4,,AMM,
GRNSNO,18-Jul-17,2,30-35,Abies concolor,Tree,,,,1.5,,AMM,
GRNSNO,18-Jul-17,2,30-35,Ceanothus cordulatus,Shrub,125,185,290,,,AMM,
GRNSNO,18-Jul-17,2,30-35,Ceanothus cordulatus,Shrub,94,104,222,,,AMM,
GRNSNO,18-Jul-17,2,35-40,Ribes sp.,Shrub,59,81,147,,,AMM,
GRNSNO,18-Jul-17,2,40-45,Ribes sp.,Shrub,63,41,66,,,AMM,
GRNSNO,18-Jul-17,2,40-45,Ribes sp.,Shrub,24,29,59,,,AMM,
GRNSNO,18-Jul-17,2,40-45,Ribes sp.,Shrub,38,29,63,,,AMM,
GRNSNO,18-Jul-17,2,40-45,Ribes sp.,Shrub,30,55,84,,,AMM,
GRNSNO,18-Jul-17,2,45-50,Ribes sp.,Shrub,56,10,52,,,AMM,
GRNSNO,18-Jul-17,2,45-50,Ribes sp.,Shrub,37,50,118,,,AMM,
GRNSNO,18-Jul-17,2,45-50,Ribes sp.,Shrub,31,78,122,,,AMM,
GRNTUR,10-Jul-17,1,45-50,Ceanothus cordulatus,Shrub,115,330,320,,extends outside of range,AMM,
GRNTUR,10-Jul-17,1,35-40,Symphoricarpos mollis,Shrub,40,250,390,,,AMM,
GRNTUR,10-Jul-17,1,35-40,Symphoricarpos mollis,Shrub,40,240,200,,,AMM,
GRNTUR,10-Jul-17,1,30-35,Symphoricarpos mollis,Shrub,30,50,190,,,AMM,
GRNTUR,10-Jul-17,1,30-35,Symphoricarpos mollis,Shrub,30,110,160,,,AMM,
GRNTUR,10-Jul-17,1,30-35,Symphoricarpos mollis,Shrub,35,500,500,,,AMM,
GRNTUR,10-Jul-17,1,0-5,Ribes sp.,Shrub,40,60,80,,,AMM,
GRNTUR,10-Jul-17,2,20-25,Ribes sp.,Shrub,43,90,45,,,AMM,
GRNWOO,3-Jul-17,1,10-May,Ceanothus integerrimus,Shrub,200,NA,400,,,AMM,
GRNWOO,3-Jul-17,1,20-25,Calocedrus decurrens,Tree,,,,4,intact,AMM,
GRNWOO,3-Jul-17,1,20-25,Calocedrus decurrens,Tree,,,,3,,AMM,
GRNWOO,3-Jul-17,1,10-May,Ceanothus integerrimus,Shrub,NA,NA,400,,,AMM,
GRNWOO,3-Jul-17,1,10-May,Ceanothus integerrimus,Shrub,350,NA,200,,,AMM,
GRNWOO,3-Jul-17,1,0-5,Ceanothus integerrimus,Shrub,250,NA,600,,,AMM,
GRNWOO,3-Jul-17,1,35-40,Ceanothus integerrimus,Shrub,150,NA,200,,,AMM,
GRNWOO,3-Jul-17,2,0-50,NO SHRUBS,unknown,,,,,,AMM,
HIBADR,28-Aug-17,1,45-50,Ceanothus integerrimus,Shrub,105,165,165,,,AMM,
HIBADR,28-Aug-17,1,45-50,Ceanothus integerrimus,Shrub,96,150,120,,,AMM,
HIBADR,28-Aug-17,1,45-50,Ceanothus integerrimus,Shrub,70,110,130,,,AMM,
HIBADR,28-Aug-17,1,45-50,Ceanothus integerrimus,Shrub,80,140,130,,,AMM,
HIBADR,28-Aug-17,1,45-50,Chamaebatia foliolosa,Shrub,25,60,61,,,AMM,
HIBADR,28-Aug-17,1,45-50,Chamaebatia foliolosa,Shrub,44,60,40,,,AMM,
HIBADR,28-Aug-17,1,45-50,Chamaebatia foliolosa,Shrub,50,32,29,,,AMM,
HIBADR,28-Aug-17,1,45-50,Chamaebatia foliolosa,Shrub,40,82,79,,,AMM,
HIBADR,28-Aug-17,1,45-50,Chamaebatia foliolosa,Shrub,28,68,54,,,AMM,
HIBADR,28-Aug-17,1,45-50,Chamaebatia foliolosa,Shrub,27,60,52,,,AMM,
HIBADR,28-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,35,111,105,,,AMM,
HIBADR,28-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,30,56,40,,,AMM,
HIBADR,28-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,33,111,84,,,AMM,
HIBADR,28-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,33,62,53,,,AMM,
HIBADR,28-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,132,135,165,,,AMM,
HIBADR,28-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,125,90,92,,,AMM,
HIBADR,28-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,92,91,120,,,AMM,
HIBADR,28-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,160,195,200,,,AMM,
HIBADR,28-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,128,140,105,,,AMM,
HIBADR,28-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,110,60,53,,,AMM,
HIBADR,28-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,85,95,55,,,AMM,
HIBADR,28-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,110,150,148,,,AMM,
HIBADR,28-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,92,135,100,,,AMM,
HIBADR,28-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,105,78,60,,,AMM,
HIBADR,28-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,102,63,58,,,AMM,
HIBADR,28-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,90,35,45,,,AMM,
HIBADR,28-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,112,85,100,,,AMM,
HIBADR,28-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,120,75,80,,,AMM,
HIBADR,28-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,111,70,50,,,AMM,
HIBADR,28-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,118,90,110,,,AMM,
HIBADR,28-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,92,110,70,,,AMM,
HIBADR,28-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,130,102,65,,,AMM,
HIBADR,28-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,128,110,105,,,AMM,
HIBADR,28-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,90,155,130,,,AMM,
HIBADR,28-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,102,135,110,,,AMM,
HIBADR,28-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,77,110,100,,,AMM,
HIBADR,28-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,115,103,112,,,AMM,
HIBADR,28-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,83,102,55,,,AMM,
HIBADR,28-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,115,110,60,,,AMM,
HIBADR,28-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,112,65,80,,,AMM,
HIBADR,28-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,125,100,130,,,AMM,
HIBADR,28-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,128,110,115,,,AMM,
HIBADR,28-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,126,80,64,,,AMM,
HIBADR,28-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,122,64,47,,,AMM,
HIBADR,28-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,102,55,50,,,AMM,
HIBADR,28-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,75,100,120,,,AMM,
HIBADR,28-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,80,60,63,,,AMM,
HIBADR,28-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,95,90,70,,,AMM,
HIBADR,28-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,110,80,60,,,AMM,
HIBADR,28-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,110,123,65,,,AMM,
HIBADR,28-Aug-17,1,20-25,Chamaebatia foliolosa,Shrub,31,54,42,,,AMM,
HIBADR,28-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,131,80,72,,,AMM,
HIBADR,28-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,110,82,55,,,AMM,
HIBADR,28-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,78,68,82,,,AMM,
HIBADR,28-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,115,70,90,,,AMM,
HIBADR,28-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,100,62,50,,,AMM,
HIBADR,28-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,92,45,50,,,AMM,
HIBADR,28-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,110,80,70,,,AMM,
HIBADR,28-Aug-17,1,15-20,Ceanothus integerrimus,Shrub,150,220,200,,,AMM,
HIBADR,28-Aug-17,1,15-20,Chamaebatia foliolosa,Shrub,25,60,55,,,AMM,
HIBADR,28-Aug-17,1,15-20,Chamaebatia foliolosa,Shrub,27,50,63,,,AMM,
HIBADR,28-Aug-17,1,15-20,Ceanothus integerrimus,Shrub,150,140,155,,,AMM,
HIBADR,28-Aug-17,1,15-20,Ceanothus integerrimus,Shrub,155,110,140,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Ceanothus integerrimus,Shrub,151,150,70,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Ceanothus integerrimus,Shrub,137,180,160,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Chamaebatia foliolosa,Shrub,34,105,74,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Chamaebatia foliolosa,Shrub,26,65,58,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Ceanothus integerrimus,Shrub,148,180,165,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Ceanothus integerrimus,Shrub,153,200,170,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Ceanothus integerrimus,Shrub,151,125,100,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Ceanothus integerrimus,Shrub,165,125,150,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Ceanothus integerrimus,Shrub,145,160,130,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Ceanothus integerrimus,Shrub,140,150,145,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Ceanothus integerrimus,Shrub,150,130,140,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Ceanothus integerrimus,Shrub,141,150,120,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,126,80,115,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,110,90,82,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,112,150,155,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,135,130,140,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,135,120,90,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,143,160,120,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,115,130,150,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,142,70,70,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,118,140,110,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,133,80,95,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,130,110,75,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,152,140,110,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,120,115,100,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,125,95,102,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,90,73,74,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,141,110,90,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,138,125,115,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,138,140,90,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,81,55,30,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,95,80,95,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,115,75,60,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,170,200,190,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,155,160,155,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,85,95,80,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,110,130,90,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,107,120,110,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,115,70,40,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,160,150,130,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,77,74,41,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,94,51,42,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,77,64,46,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,85,71,61,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,83,45,33,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,89,30,43,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,122,60,83,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,135,82,103,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,99,58,52,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,102,68,49,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,139,46,71,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,64,59,40,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,147,62,39,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,119,73,62,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,128,85,72,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,83,86,83,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,88,35,39,,,AMM,
HIBADR,28-Aug-17,1,0-5,Ceanothus integerrimus,Shrub,128,72,74,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,65,71,51,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,121,58,53,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,133,124,68,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,143,95,81,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,144,146,90,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,124,115,89,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,132,105,111,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,84,89,78,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,111,84,53,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,131,140,112,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,148,155,150,,,AMM,
HIBADR,28-Aug-17,1,10-May,Ceanothus integerrimus,Shrub,138,96,64,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Ceanothus integerrimus,Shrub,150,70,56,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Ceanothus integerrimus,Shrub,98,40,38,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Ceanothus integerrimus,Shrub,94,39,52,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Ceanothus integerrimus,Shrub,93,34,52,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Ceanothus integerrimus,Shrub,135,80,44,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Ceanothus integerrimus,Shrub,136,111,72,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Ceanothus integerrimus,Shrub,144,155,129,,,AMM,
HIBADR,28-Aug-17,1,15-Oct,Ceanothus integerrimus,Shrub,148,160,150,,,AMM,
HIBADR,28-Aug-17,1,15-20,Chamaebatia foliolosa,Shrub,69,58,53,,,AMM,
HIBADR,28-Aug-17,1,15-20,Chamaebatia foliolosa,Shrub,65,39,29,,,AMM,
HIBADR,28-Aug-17,1,15-20,Chamaebatia foliolosa,Shrub,99,49,38,,,AMM,
HIBADR,28-Aug-17,1,15-20,Chamaebatia foliolosa,Shrub,89,52,18,,,AMM,
HIBADR,28-Aug-17,1,15-20,Ceanothus integerrimus,Shrub,115,160,134,,,AMM,
HIBADR,28-Aug-17,1,20-25,Berberis aquifolium,Shrub,59,70,72,,,AMM,
HIBADR,28-Aug-17,1,20-25,Chamaebatia foliolosa,Shrub,31,97,58,,,AMM,
HIBADR,28-Aug-17,1,20-25,Chamaebatia foliolosa,Shrub,28,51,72,,,AMM,
HIBADR,28-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,121,72,69,,,AMM,
HIBADR,28-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,160,155,160,,,AMM,
HIBADR,28-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,143,132,74,,,AMM,
HIBADR,28-Aug-17,1,20-25,Chamaebatia foliolosa,Shrub,57,48,25,,,AMM,
HIBADR,28-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,121,130,150,,,AMM,
HIBADR,28-Aug-17,1,20-25,Ceanothus integerrimus,Shrub,111,140,91,,,AMM,
HIBADR,28-Aug-17,1,20-25,Chamaebatia foliolosa,Shrub,65,42,27,,,AMM,
HIBADR,28-Aug-17,1,20-25,Chamaebatia foliolosa,Shrub,28,59,42,,,AMM,
HIBADR,28-Aug-17,1,20-25,Chamaebatia foliolosa,Shrub,23,45,53,,,AMM,
HIBADR,28-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,112,200,97,,,AMM,
HIBADR,28-Aug-17,1,25-30,Quercus kelloggii,Tree,,,,2,"7 branches, sapling",AMM,"Saplings, correctly measured as small trees"
HIBADR,28-Aug-17,1,25-30,Ceanothus integerrimus,Shrub,83,142,54,,,AMM,
HIBADR,28-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,115,99,108,,,AMM,
HIBADR,28-Aug-17,1,30-35,Chamaebatia foliolosa,Shrub,41,200,170,,,AMM,
HIBADR,28-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,150,158,160,,,AMM,
HIBADR,28-Aug-17,1,30-35,Ceanothus integerrimus,Shrub,200,151,140,,,AMM,
HIBADR,28-Aug-17,1,30-35,Chamaebatia foliolosa,Shrub,34,150,155,,,AMM,
HIBADR,28-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,41,105,82,,,AMM,
HIBADR,28-Aug-17,1,35-40,Ceanothus integerrimus,Shrub,133,132,136,,,AMM,
HIBADR,28-Aug-17,1,35-40,Ceanothus integerrimus,Shrub,119,107,94,,,AMM,
HIBADR,28-Aug-17,1,35-40,Ceanothus integerrimus,Shrub,101,81,65,,,AMM,
HIBADR,28-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,42,107,54,,,AMM,
HIBADR,28-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,34,45,62,,,AMM,
HIBADR,28-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,53,46,25,,,AMM,
HIBADR,28-Aug-17,1,35-40,Ceanothus integerrimus,Shrub,94,104,103,,,AMM,
HIBADR,28-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,36,129,47,,,AMM,
HIBADR,28-Aug-17,1,35-40,Ceanothus integerrimus,Shrub,129,52,39,,,AMM,
HIBADR,28-Aug-17,1,35-40,Ceanothus integerrimus,Shrub,132,129,136,,,AMM,
HIBADR,28-Aug-17,1,35-40,Chamaebatia foliolosa,Shrub,35,90,54,,,AMM,
HIBADR,28-Aug-17,1,40-45,Chamaebatia foliolosa,Shrub,26,76,59,,,AMM,
HIBADR,28-Aug-17,1,40-45,Chamaebatia foliolosa,Shrub,41,94,45,,,AMM,
HIBADR,28-Aug-17,1,40-45,Chamaebatia foliolosa,Shrub,26,78,49,,,AMM,
HIBADR,28-Aug-17,1,40-45,Chamaebatia foliolosa,Shrub,41,82,56,,,AMM,
HIBADR,28-Aug-17,1,40-45,Chamaebatia foliolosa,Shrub,29,78,48,,,AMM,
HIBADR,28-Aug-17,1,45-50,Chamaebatia foliolosa,Shrub,28,25,66,,,AMM,
HIBADR,29-Aug-17,2,45-50,Ceanothus integerrimus,Shrub,210,180,200,,,AMM,
HIBADR,29-Aug-17,2,45-50,Ceanothus integerrimus,Shrub,200,200,140,,,AMM,
HIBADR,29-Aug-17,2,45-50,Ceanothus integerrimus,Shrub,180,225,160,,,AMM,
HIBADR,29-Aug-17,2,45-50,Ceanothus integerrimus,Shrub,220,80,70,,,AMM,
HIBADR,29-Aug-17,2,45-50,Ceanothus integerrimus,Shrub,190,180,120,,,AMM,
HIBADR,29-Aug-17,2,45-50,Ceanothus integerrimus,Shrub,155,200,150,,,AMM,
HIBADR,29-Aug-17,2,45-50,Ceanothus integerrimus,Shrub,190,190,155,,,AMM,
HIBADR,29-Aug-17,2,45-50,Ceanothus integerrimus,Shrub,185,68,126,,,AMM,
HIBADR,29-Aug-17,2,35-40,Ceanothus integerrimus,Shrub,160,200,180,,,AMM,
