Site,Transect,Meter,Raw_data_entry,Species,Type,cover,Max_height_cm,Avg_height_cm,Comments,Entered by,Daniel
GRNKAN,1,45,Bare Ground ,BLANK,Bare Ground,5,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNKAN,1,45,Woody Litter,BLANK,Woody litter,17,4,2,,JMP,
GRNKAN,1,45,Soft Loose Litter,BLANK,Soft loose litter,77,4,3,,JMP,
GRNKAN,2,0,lotus crassifolius,Lotus crassifolius,Dominant forb,1,10,8,,JMP,"In cover, T was replaced by 1"
GRNKAN,2,0,osmorhiza berteroi,Osmorhiza berteroi,Dominant forb,1,9,6,,JMP,
GRNKAN,2,0,Grasses,BLANK,Grass,1,17,15,,JMP,"In cover, T was replaced by 1"
GRNKAN,2,0,Soft Rooted Litter,BLANK,Soft rooted litter,2,45,10,,JMP,
GRNKAN,2,0,Woody Litter,BLANK,Woody litter,7,5,2,,JMP,
GRNKAN,2,0,Soft Loose Litter,BLANK,Soft loose litter,91,5,4,,JMP,
GRNKAN,2,5,hieracium albiflorum,Hieracium albiflorum,Dominant forb,1,4,4,,JMP,"In cover, T was replaced by 1"
GRNKAN,2,5,Grasses,BLANK,Grass,1,25,19,,JMP,"In cover, T was replaced by 1"
GRNKAN,2,5,Bare Ground ,BLANK,Bare Ground,2,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNKAN,2,5,Soft Rooted Litter,BLANK,Soft rooted litter,1,18,14,,JMP,
GRNKAN,2,5,Woody Litter,BLANK,Woody litter,25,5,2,,JMP,
GRNKAN,2,5,Soft Loose Litter,BLANK,Soft loose litter,72,4,2,,JMP,
GRNKAN,2,10,Grasses,BLANK,Grass,1,7,7,,JMP,"In cover, T was replaced by 1"
GRNKAN,2,10,Bare Ground ,BLANK,Bare Ground,1,NA,NA,,JMP,"In cover, T was replaced by 1. In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNKAN,2,10,Woody Litter,BLANK,Woody litter,1,1,1,,JMP,"In cover, T was replaced by 1"
GRNKAN,2,10,Soft Loose Litter,BLANK,Soft loose litter,99,3,3,,JMP,
GRNKAN,2,10,Soft Rooted Litter,BLANK,Soft rooted litter,1,15,9,,JMP,
GRNKAN,2,15,ozmorhiza bertoroi,Osmorhiza berteroi,Dominant forb,1,9,7,,JMP,"In cover, T was replaced by 1"
GRNKAN,2,15,madia or hemizonella sp,Madieae,Dominant forb,2,16,15,unknown,JMP,
GRNKAN,2,15,Bare Ground ,BLANK,Bare Ground,3,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNKAN,2,15,Woody Litter,BLANK,Woody litter,23,4,2,,JMP,
GRNKAN,2,15,Soft Loose Litter,BLANK,Soft loose litter,74,3,1,,JMP,
GRNKAN,2,20,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,1,17,5,,JMP,"In cover, T was replaced by 1"
GRNKAN,2,20,lotus cassifolius,Lotus crassifolius,Dominant forb,2,14,8,,JMP,
GRNKAN,2,20,madin or heizonella sp,Madieae,Dominant forb,1,15,14,,JMP,"In cover, T was replaced by 1"
GRNKAN,2,20,T2-M20-UNK A,UNKNOWN,Dominant forb,1,4,2,unknown,JMP,"In cover, T was replaced by 1"
GRNKAN,2,20,Bare Ground ,BLANK,Bare Ground,3,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNKAN,2,20,Soft Rooted Litter,BLANK,Soft rooted litter,8,24,18,,JMP,
GRNKAN,2,20,Woody Litter,BLANK,Woody litter,6,6,5,,JMP,
GRNKAN,2,20,Soft Loose Litter,BLANK,Soft loose litter,83,5,3,,JMP,
GRNKAN,2,25,lotus cassifolius,Lotus crassifolius,Dominant forb,9,14,12,,JMP,
GRNKAN,2,25,ozmorhiza bertoroi,Osmorhiza berteroi,Dominant forb,1,12,12,,JMP,
GRNKAN,2,25,Soft Rooted Litter,BLANK,Soft rooted litter,2,20,15,,JMP,
GRNKAN,2,25,Woody Litter,BLANK,Woody litter,7,7,4,,JMP,
GRNKAN,2,25,Soft Loose Litter,BLANK,Soft loose litter,91,3,3,,JMP,
GRNKAN,2,30,ozmorhiza bertoroi,Osmorhiza berteroi,Dominant forb,6,14,11,,JMP,
GRNKAN,2,30,Grasses,BLANK,Grass,1,20,13,combined with floppy leaf,JMP,"In cover, T was replaced by 1"
GRNKAN,2,30,Soft Rooted Litter,BLANK,Soft rooted litter,1,21,17,,JMP,
GRNKAN,2,30,Woody Litter,BLANK,Woody litter,4,3,3,,JMP,
GRNKAN,2,30,Soft Loose Litter,BLANK,Soft loose litter,95,4,2,,JMP,
GRNKAN,2,35,Grasses,BLANK,Grass,1,31,15,combined with floppy leaf,JMP,
GRNKAN,2,35,Soft Rooted Litter,BLANK,Soft rooted litter,12,44,27,,JMP,
GRNKAN,2,35,Woody Litter,BLANK,Woody litter,1,3,3,,JMP,
GRNKAN,2,35,Soft Loose Litter,BLANK,Soft loose litter,87,2,2,,JMP,
GRNKAN,2,40,ozmorhiza bertoroi,Osmorhiza berteroi,Dominant forb,1,12,9,,JMP,"In cover, T was replaced by 1"
GRNKAN,2,40,lotus cassifolius,Lotus crassifolius,Dominant forb,1,5,3,,JMP,
GRNKAN,2,40,Grasses,BLANK,Grass,2,19,14,combined with floppy leaf,JMP,
GRNKAN,2,40,Soft Rooted Litter,BLANK,Soft rooted litter,1,22,20,,JMP,
GRNKAN,2,40,Bare Ground ,BLANK,Bare Ground,2,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNKAN,2,40,Woody Litter,BLANK,Woody litter,4,4,2,,JMP,
GRNKAN,2,40,Soft Loose Litter,BLANK,Soft loose litter,93,3,3,,JMP,
GRNKAN,2,45,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,2,11,10,,JMP,
GRNKAN,2,45,T2-45M-FUZZY LEAF,UNKNOWN,Dominant forb,2,6,4,unknown,JMP,
GRNKAN,2,45,Woody Litter,BLANK,Woody litter,18,5,2,,JMP,
GRNKAN,2,45,Soft Loose Litter,BLANK,Soft loose litter,82,6,4,,JMP,
GRNKAN,2,45,Grasses,BLANK,Grass,1,14,9,,JMP,"In cover, T was replaced by 1"
GRNMAS,1,0,Grasses,BLANK,Grass,6,35,27,,JMP,
GRNMAS,1,0,Soft Loose Litter,BLANK,Soft loose litter,98,3,3,,JMP,
GRNMAS,1,0,Woody Litter,BLANK,Woody litter,2,2,2,,JMP,
GRNMAS,1,5,Symphyotrichum sp.,Symphyotrichum sp.,Dominant forb,3,14,11,,JMP,
GRNMAS,1,5,Grasses,BLANK,Grass,3,37,20,,JMP,
GRNMAS,1,5,Soft Loose Litter,BLANK,Soft loose litter,96,4,2,,JMP,
GRNMAS,1,5,Woody Litter,BLANK,Woody litter,4,3,2,,JMP,
GRNMAS,1,5,Bare Ground ,BLANK,Bare Ground,1,NA,NA,,JMP,"In cover, T was replaced by 1. In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNMAS,1,10,Grasses,BLANK,Grass,7,42,25,,JMP,
GRNMAS,1,10,Soft Loose Litter,BLANK,Soft loose litter,100,2,2,,JMP,
GRNMAS,1,10,Woody Litter,BLANK,Woody litter,1,1,1,,JMP,"In cover, T was replaced by 1. In Max_height_cm and Avg_height_cm, <1 was replaced by 1"
GRNMAS,1,15,Pinus Seedling,Pinus sp.,Tree,1,7,5,Seedling,JMP,"In cover, T was replaced by 1"
GRNMAS,1,15,Vicia sp.,Vicia sp.,Dominant forb,1,5,3,,JMP,
GRNMAS,1,15,Grasses,BLANK,Grass,2,20,16,,JMP,
GRNMAS,1,15,Soft Loose Litter,BLANK,Soft loose litter,15,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNMAS,1,15,Woody Litter,BLANK,Woody litter,1,1,1,,JMP,"In cover, T was replaced by 1. In Max_height_cm and Avg_height_cm, <1 was replaced by 1"
GRNMAS,1,15,Bare Ground ,BLANK,Bare Ground,75,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNMAS,1,15,Rock,BLANK,Rocks,10,3,1,,JMP,
GRNMAS,1,20,Ceanothus cordulatus,Ceanothus cordulatus,Shrub,40,98,80,,JMP,
GRNMAS,1,20,Abies sp. Seedling,Abies sp.,Tree,1,6,6,Seedlings,JMP,"In cover, T was replaced by 1"
GRNMAS,1,20,Grasses,BLANK,Grass,2,24,15,,JMP,
GRNMAS,1,20,Soft Loose Litter,BLANK,Soft loose litter,46,1,1,,JMP,
GRNMAS,1,20,Woody Litter,BLANK,Woody litter,6,2,1,,JMP,
GRNMAS,1,20,Bare Ground ,BLANK,Bare Ground,40,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNMAS,1,20,Rock,BLANK,Rocks,8,5,2,,JMP,
GRNMAS,1,20,Pinus Seedling,Pinus sp.,Tree,1,5,5,Seedling,JMP,"In cover, T was replaced by 1"
GRNMAS,1,25,Pinus Seedling,Pinus sp.,Tree,1,7,5,Seedling,JMP,
GRNMAS,1,25,T1-25M-UNK A (oak fern),UNKNOWN,Dominant forb,6,6,3,,JMP,
GRNMAS,1,25,T1-25M-UNK B (violet?),UNKNOWN,Dominant forb,1,5,5,,JMP,
GRNMAS,1,25,Grasses,BLANK,Grass,1,16,12,,JMP,"In cover, T was replaced by 1"
GRNMAS,1,25,Abies magnifica,Abies magnifica,Tree,9,55,37,,JMP,
GRNMAS,1,25,Soft Loose Litter,BLANK,Soft loose litter,86,2,2,,JMP,
GRNMAS,1,25,Woody Litter,BLANK,Woody litter,14,3,2,,JMP,
GRNMAS,1,30,T1-30M-UNK A (fern 1),UNKNOWN,Dominant forb,10,49,30,,JMP,
GRNMAS,1,30,Pinus Seedling,Pinus sp.,Tree,1,5,3,Seedling,JMP,"In cover, T was replaced by 1"
GRNMAS,1,30,Soft Loose Litter,BLANK,Soft loose litter,76,3,2,,JMP,
GRNMAS,1,30,Woody Litter,BLANK,Woody litter,23,3,2,,JMP,
GRNMAS,1,30,Bare Ground ,BLANK,Bare Ground,1,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNMAS,1,35,T1-30M-UNK A (fern 1),UNKNOWN,Dominant forb,33,57,35,,JMP,
GRNMAS,1,35,Soft Rooted Litter,BLANK,Soft rooted litter,1,4,3,lichen (lime/green & white/blue types),JMP,
GRNMAS,1,35,Soft Loose Litter,BLANK,Soft loose litter,87,2,1,,JMP,
GRNMAS,1,35,Woody Litter,BLANK,Woody litter,13,6,3,,JMP,
GRNMAS,1,35,Bare Ground ,BLANK,Bare Ground,1,NA,NA,,JMP,"In cover, T was replaced by 1. In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNMAS,1,40,Symphyotrichum sp.,Symphyotrichum sp.,Dominant forb,44,38,27,,JMP,
GRNMAS,1,40,Vicia sp.,Vicia sp.,Dominant forb,1,5,3,,JMP,"In cover, T was replaced by 1"
GRNMAS,1,40,Soft Loose Litter,BLANK,Soft loose litter,83,3,2,,JMP,
GRNMAS,1,40,Woody Litter,BLANK,Woody litter,8,8,5,,JMP,
GRNMAS,1,40,Bare Ground ,BLANK,Bare Ground,6,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNMAS,1,40,Rock,BLANK,Rocks,3,3,1,,JMP,
GRNMAS,1,45,Symphyotrichum sp.,Symphyotrichum sp.,Dominant forb,7,28,16,,JMP,
GRNMAS,1,45,Symphyotrichum sp.,Symphyotrichum sp.,Dominant forb,70,23,18,,JMP,
GRNMAS,1,45,T1-45M-UNK B (jagged in 2s),UNKNOWN,Dominant forb,5,13,9,,JMP,
GRNMAS,1,45,calocedrus decurrens Sapling,Calocedrus decurrens,Tree,2,14,12,Seedling,JMP,
GRNMAS,1,45,Soft Loose Litter,BLANK,Soft loose litter,93,2,1,,JMP,
GRNMAS,1,45,Woody Litter,BLANK,Woody litter,3,1,1,,JMP,
GRNMAS,1,45,Bare Ground ,BLANK,Bare Ground,4,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNMAS,2,0,Grasses,BLANK,Grass,1,12,10,,JMP,"In cover, T was replaced by 1"
GRNMAS,2,0,Woody Litter,BLANK,Woody litter,4,2,2,,JMP,
GRNMAS,2,0,Soft Loose Litter,BLANK,Soft loose litter,51,1,1,,JMP,
GRNMAS,2,0,Rock,BLANK,Rocks,45,9,3,,JMP,
GRNMAS,2,5,Woody Litter,BLANK,Woody litter,22,8,5,,JMP,
GRNMAS,2,5,Soft Loose Litter,BLANK,Soft loose litter,66,3,2,,JMP,
GRNMAS,2,5,Rock,BLANK,Rocks,12,6,4,,JMP,
GRNMAS,2,10,Quercus kelloggii Sapling,Quercus kelloggii,Tree,2,15,10,Sapling,JMP,
GRNMAS,2,10,Woody Litter,BLANK,Woody litter,30,8,6,,JMP,
GRNMAS,2,10,Soft Loose Litter,BLANK,Soft loose litter,33,4,2,,JMP,
GRNMAS,2,10,Rock,BLANK,Rocks,14,22,18,,JMP,
GRNMAS,2,10,Bare Ground ,BLANK,Bare Ground,23,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNMAS,2,15,Soft Rooted Litter,BLANK,Soft rooted litter,1,1,1,Lichen (green),JMP,"In cover, T was replaced by 1. In Max_height_cm and Avg_height_cm, <1 was replaced by 1"
GRNMAS,2,15,Woody Litter,BLANK,Woody litter,21,12,8,,JMP,
GRNMAS,2,15,Soft Loose Litter,BLANK,Soft loose litter,65,2,1,,JMP,
GRNMAS,2,15,Rock,BLANK,Rocks,4,1,1,,JMP,
GRNMAS,2,15,Bare Ground ,BLANK,Bare Ground,9,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNMAS,2,15,Eriogonum sp.,Eriogonum sp.,Dominant forb,1,39,14,,JMP,
GRNMAS,2,20,Arctostaphylos patula,Arctostaphylos patula,Shrub,100,100,100,,JMP,
GRNMAS,2,20,Soft Loose Litter,BLANK,Soft loose litter,100,3,3,,JMP,
GRNMAS,2,20,calocedrus decurrens Sapling,Calocedrus decurrens,Tree,22,75,60,Seedling,JMP,
GRNMAS,2,25,Arctostaphylos patula,Arctostaphylos patula,Shrub,65,100,70,,JMP,
GRNMAS,2,25,Abies concolor Sapling,Abies concolor,Tree,35,100,60,seedling,JMP,
GRNMAS,2,25,Soft Rooted Litter,BLANK,Soft rooted litter,1,1,1,Lichen (green),JMP,"In cover, T was replaced by 1"
GRNMAS,2,25,Woody Litter,BLANK,Woody litter,5,7,4,,JMP,
GRNMAS,2,25,Soft Loose Litter,BLANK,Soft loose litter,95,3,2,,JMP,
GRNMAS,2,30,T2-30M-UNK A (bubble forb),UNKNOWN,Dominant forb,2,17,12,,JMP,
GRNMAS,2,30,Woody Litter,BLANK,Woody litter,56,43,30,,JMP,
GRNMAS,2,30,Soft Loose Litter,BLANK,Soft loose litter,44,5,3,,JMP,
GRNMAS,2,35,Woody Litter,BLANK,Woody litter,11,7,5,,JMP,
GRNMAS,2,35,Soft Loose Litter,BLANK,Soft loose litter,89,3,2,,JMP,
GRNMAS,2,35,Rock,BLANK,Rocks,1,4,4,,JMP,"In cover, T was replaced by 1"
GRNMAS,2,40,Soft Rooted Litter,BLANK,Soft rooted litter,2,5,3,Lichen (green),JMP,
GRNMAS,2,40,Abies sp. Sapling,Abies sp.,Tree,22,100,100,Seedlings,JMP,
GRNMAS,2,40,Abies concolor,Abies concolor,Tree,6,100,100,,JMP,
GRNMAS,2,40,Woody Litter,BLANK,Woody litter,12,6,5,,JMP,
GRNMAS,2,40,Soft Loose Litter,BLANK,Soft loose litter,88,5,4,,JMP,
GRNMAS,2,45,Arctostaphylos patula,Arctostaphylos patula,Shrub,73,100,65,,JMP,
GRNMAS,2,45,calocedrus decurrens,Calocedrus decurrens,Tree,25,100,100,,JMP,
GRNMAS,2,45,chamaebatia foliolosa,Chamaebatia foliolosa,Shrub,3,15,12,,JMP,
GRNMAS,2,45,Woody Litter,BLANK,Woody litter,17,9,6,,JMP,
GRNMAS,2,45,Soft Loose Litter,BLANK,Soft loose litter,83,4,3,,JMP,
GRNQUA,1,0,erigeron inornatus,Erigeron inornatus,Dominant forb,2,14,7,,JMP,
GRNQUA,1,0,DOM SHRUB1,UNKNOWN,Shrub,6,15,10,,JMP,
GRNQUA,1,0,Ribes SP,Ribes sp.,Shrub,1,8,8,,JMP,"In cover, T was replaced by 1"
GRNQUA,1,0,Soft Loose Litter,BLANK,Soft loose litter,15,0.5,0.5,,JMP,
GRNQUA,1,0,Woody Litter,BLANK,Woody litter,6,3,1,,JMP,
GRNQUA,1,0,Bare Ground ,BLANK,Bare Ground,13,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNQUA,1,0,Rock,BLANK,Rocks,66,4,1,,JMP,
GRNQUA,1,5,Ribes SP,Ribes sp.,Shrub,1,3,3,,JMP,"In cover, T was replaced by 1"
GRNQUA,1,5,Abies sp. Seedling,Abies sp.,Tree,1,2,2,Seedlings,JMP,"In cover, T was replaced by 1"
GRNQUA,1,5,Woody Litter,BLANK,Woody litter,30,2,1,,JMP,
GRNQUA,1,5,Soft Loose Litter,BLANK,Soft loose litter,70,1,0.5,,JMP,
GRNQUA,1,10,Woody Litter,BLANK,Woody litter,30,5,3,,JMP,
GRNQUA,1,10,Soft Loose Litter,BLANK,Soft loose litter,70,3,2,,JMP,
GRNQUA,1,15,pyrola picta,Pyrola picta,Dominant forb,1,7,7,,JMP,"In cover, T was replaced by 1"
GRNQUA,1,15,Woody Litter,BLANK,Woody litter,20,6,3,,JMP,
GRNQUA,1,15,Soft Loose Litter,BLANK,Soft loose litter,80,4,4,,JMP,
GRNQUA,1,15,Rock,BLANK,Rocks,1,4,3,,JMP,"In cover, T was replaced by 1"
GRNQUA,1,20,lupinus latifolius var. columbianus,Lupinus latifolius var. columbianus,Dominant forb,2,60,50,,JMP,
GRNQUA,1,20,Ceanothus cordulatus,Ceanothus cordulatus,Shrub,40,110,85,,JMP,
GRNQUA,1,20,Woody Litter,BLANK,Woody litter,45,19,12,,JMP,
GRNQUA,1,20,Soft Loose Litter,BLANK,Soft loose litter,55,4,4,,JMP,
GRNQUA,1,25,Ceanothus cordulatus,Ceanothus cordulatus,Shrub,10,42,30,,JMP,
GRNQUA,1,25,Soft Rooted Litter,UNKNOWN,Tree,65,400,400,dead tree; entered as srl but changed from data sheet by RS,JMP,
GRNQUA,1,25,Woody Litter,BLANK,Woody litter,30,4,2,,JMP,
GRNQUA,1,25,Soft Loose Litter,BLANK,Soft loose litter,5,2,1,,JMP,
GRNQUA,1,30,Abies concolor Sapling,Abies concolor,Tree,6,65,50,seedling,JMP,
GRNQUA,1,30,Ceanothus cordulatus,Ceanothus cordulatus,Shrub,85,125,90,,JMP,
GRNQUA,1,30,symphoricarpos mollis,Symphoricarpos mollis,Shrub,4,40,31,,JMP,
GRNQUA,1,30,Woody Litter,BLANK,Woody litter,30,8,3,,JMP,
GRNQUA,1,30,Soft Loose Litter,BLANK,Soft loose litter,70,3,3,,JMP,
GRNQUA,1,35,erigeron inornatus,Erigeron inornatus,Dominant forb,5,25,14,,JMP,
GRNQUA,1,35,Ceanothus cordulatus,Ceanothus cordulatus,Shrub,26,51,45,,JMP,
GRNQUA,1,35,symphoricarpos mollis,Symphoricarpos mollis,Shrub,2,15,11,,JMP,
GRNQUA,1,35,Woody Litter,BLANK,Woody litter,65,10,6,,JMP,
GRNQUA,1,35,Soft Loose Litter,BLANK,Soft loose litter,35,5,4,,JMP,
GRNQUA,1,40,erigeron inornatus,Erigeron inornatus,Dominant forb,10,70,58,,JMP,
GRNQUA,1,40,Ceanothus cordulatus,Ceanothus cordulatus,Shrub,85,125,100,,JMP,
GRNQUA,1,40,Ribes roezlii,Ribes roezlii,Shrub,18,35,30,,JMP,
GRNQUA,1,40,Abies concolor Sapling,Abies concolor,Tree,12,100,100,seedling,JMP,
GRNQUA,1,40,Ribes viscosissimum,Ribes viscosissimum,Shrub,1,25,25,,JMP,
GRNQUA,1,40,symphoricarpos mollis,Symphoricarpos mollis,Shrub,3,20,18,,JMP,
GRNQUA,1,45,erigeron inornatus,Erigeron inornatus,Dominant forb,10,32,28,,JMP,
GRNQUA,1,45,WEIRD SALAD GREENS,UNKNOWN,Dominant forb,1,16,16,unknown,JMP,"In cover, T was replaced by 1"
GRNQUA,1,45,monardella odoratissima,Monardella odoratissima,Dominant forb,1,30,28,,JMP,
GRNQUA,1,45,Abies concolor Seedling,Abies concolor,Tree,25,41,25,seedling,JMP,
GRNQUA,1,45,Ceanothus cordulatus,Ceanothus cordulatus,Shrub,18,200,150,,JMP,
GRNQUA,1,45,LOW GROWING VINE,UNKNOWN,Dominant forb,25,18,12,unknown,JMP,
GRNQUA,1,45,Grasses,BLANK,Grass,2,33,24,,JMP,
GRNQUA,1,45,Woody Litter,BLANK,Woody litter,5,2,1,,JMP,
GRNQUA,1,45,Soft Loose Litter,BLANK,Soft loose litter,95,5,4,,JMP,
GRNQUA,1,45,Rock,BLANK,Rocks,1,3,1,,JMP,"In cover, T was replaced by 1"
GRNQUA,1,45,GORILLA FINGERS,UNKNOWN,Dominant forb,2,9,3,unknown,JMP,
GRNQUA,2,0,Ribes roezlii,Ribes roezlii,Shrub,4,24,19,,JMP,
GRNQUA,2,0,ceanothus cordulatus,Ceanothus cordulatus,Shrub,95,38,32,,JMP,
GRNQUA,2,0,Woody Litter,BLANK,Woody litter,10,7,4,,JMP,
GRNQUA,2,0,Soft Loose Litter,BLANK,Soft loose litter,90,3,2,,JMP,
GRNQUA,2,5,Ribes roezlii,Ribes roezlii,Shrub,15,40,22,,JMP,
GRNQUA,2,5,Ribes viscosissimum,Ribes viscosissimum,Shrub,9,25,20,,JMP,
GRNQUA,2,5,Ceanothus cordulatus,Ceanothus cordulatus,Shrub,38,42,27,,JMP,
GRNQUA,2,5,GORILLA FINGERS,UNKNOWN,Dominant forb,1,4,3,unknown,JMP,"In cover, T was replaced by 1"
GRNQUA,2,5,Woody Litter,BLANK,Woody litter,16,5,3,,JMP,
GRNQUA,2,5,Soft Loose Litter,BLANK,Soft loose litter,80,4,2,,JMP,
GRNQUA,2,5,Bare Ground ,BLANK,Bare Ground,4,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNQUA,2,10,GORILLA FINGERS,UNKNOWN,Dominant forb,6,22,8,unknown,JMP,
GRNQUA,2,10,Ribes roezlii,Ribes roezlii,Shrub,4,10,8,,JMP,
GRNQUA,2,10,Woody Litter,BLANK,Woody litter,40,3,2,,JMP,
GRNQUA,2,10,Soft Loose Litter,BLANK,Soft loose litter,60,5,4,,JMP,
GRNQUA,2,15,Ribes roezlii,Ribes roezlii,Shrub,6,22,13,,JMP,
GRNQUA,2,15,ceanothus prostratus,Ceanothus prostratus,Shrub,3,11,9,,JMP,
GRNQUA,2,15,Woody Litter,BLANK,Woody litter,25,10,6,,JMP,
GRNQUA,2,15,Soft Loose Litter,BLANK,Soft loose litter,75,5,4,,JMP,
GRNQUA,2,20,pyrola picta,Pyrola picta,Dominant forb,1,6,6,,JMP,"In cover, T was replaced by 1"
GRNQUA,2,20,Woody Litter,BLANK,Woody litter,98,26,20,,JMP,
GRNQUA,2,20,Soft Loose Litter,BLANK,Soft loose litter,2,4,3,,JMP,
GRNQUA,2,25,Abies sp. Seedling,Abies sp.,Tree,1,4,4,Seedlings,JMP,"In cover, T was replaced by 1"
GRNQUA,2,25,pyrola picta,Pyrola picta,Dominant forb,1,5,5,,JMP,"In cover, T was replaced by 1"
GRNQUA,2,25,Woody Litter,BLANK,Woody litter,22,6,3,,JMP,
GRNQUA,2,25,Soft Loose Litter,BLANK,Soft loose litter,78,4,4,,JMP,
GRNQUA,2,25,Rock,BLANK,Rocks,1,3,1,,JMP,"In cover, T was replaced by 1"
GRNQUA,2,25,Bare Ground ,BLANK,Bare Ground,4,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNQUA,2,30,Frangula rubra,Frangula rubra,Shrub,3,85,20,,JMP,
GRNQUA,2,30,Ribes roezlii,Ribes roezlii,Shrub,18,39,20,,JMP,
GRNQUA,2,30,GENERIC PLANT,UNKNOWN,Dominant forb,2,22,20,unknown - not in species key,JMP,
GRNQUA,2,30,ceanothus prostratus,Ceanothus prostratus,Shrub,1,5,3,,JMP,"In cover, T was replaced by 1"
GRNQUA,2,30,Woody Litter,BLANK,Woody litter,18,6,4,,JMP,
GRNQUA,2,30,Soft Loose Litter,BLANK,Soft loose litter,82,5,4,,JMP,
GRNQUA,2,35,Ribes viscosissimum,Ribes viscosissimum,Shrub,10,25,21,,JMP,
GRNQUA,2,35,Ceanothus cordulatus,Ceanothus cordulatus,Shrub,3,32,24,,JMP,
GRNQUA,2,35,Woody Litter,BLANK,Woody litter,39,25,8,,JMP,
GRNQUA,2,35,Soft Loose Litter,BLANK,Soft loose litter,5,2,1,,JMP,
GRNQUA,2,35,Rock,BLANK,Rocks,6,4,4,,JMP,
GRNQUA,2,35,Bare Ground ,BLANK,Bare Ground,50,NA,NA,,JMP,"In Max_height_cm and Avg_height_cm, ""-"" was replaced by NA"
GRNQUA,2,40,Frangula rubra,Frangula rubra,Shrub,3,30,21,,JMP,
GRNQUA,2,40,Ribes viscosissimum,Ribes viscosissimum,Shrub,5,19,13,,JMP,
GRNQUA,2,40,Woody Litter,BLANK,Woody litter,45,3,2,,JMP,
GRNQUA,2,40,Soft Loose Litter,BLANK,Soft loose litter,55,5,4,,JMP,
GRNQUA,2,40,Abies sp. Seedling,Abies sp.,Tree,1,6,6,Seedlings,JMP,"In cover, T was replaced by 1"
GRNQUA,2,45,GENERIC PLANT,UNKNOWN,Dominant forb,1,38,38,unknown - not in species key,JMP,
GRNQUA,2,45,Ribes roezlii,Ribes roezlii,Shrub,3,19,15,,JMP,
GRNQUA,2,45,Frangula rubra,Frangula rubra,Shrub,4,12,10,,JMP,
GRNQUA,2,45,Ceanothus cordulatus,Ceanothus cordulatus,Shrub,10,18,13,,JMP,
GRNQUA,2,45,Woody Litter,BLANK,Woody litter,15,5,3,,JMP,
GRNQUA,2,45,Soft Loose Litter,BLANK,Soft loose litter,85,4,4,,JMP,
GRNSNO,1,0,ceanothus cordulatus,Ceanothus cordulatus,Shrub,80,100,60,,JMP,
GRNSNO,1,0,arnica dealbata,Arnica dealbata,Dominant forb,10,10,8,,JMP,
GRNSNO,1,0,Forbs,BLANK,Forbs,1,12,9,,JMP,"In cover, T was replaced by 1"
GRNSNO,1,0,Grasses,BLANK,Grass,1,25,20,,JMP,
GRNSNO,1,0,Abies magnifica Seedling,Abies magnifica,Tree,2,22,18,Seedling,JMP,
GRNSNO,1,0,Soft Loose Litter,BLANK,Soft loose litter,98,3,2,,JMP,
GRNSNO,1,0,Woody Litter,BLANK,Woody litter,1,1,1,,JMP,
GRNSNO,1,0,Rocks,BLANK,Rocks,1,1,1,,JMP,
GRNSNO,1,5,pteridium aguilinum,Pteridium aquilinum,Dominant forb,14,47,35,,JMP,
GRNSNO,1,5,arnica dealbata,Arnica dealbata,Dominant forb,2,5,5,,JMP,
GRNSNO,1,5,Soft Loose Litter,BLANK,Soft loose litter,22,2,2,,JMP,
GRNSNO,1,5,Woody Litter,BLANK,Woody litter,75,4,2,,JMP,
GRNSNO,1,5,Rocks,BLANK,Rocks,1,1,1,,JMP,"In cover, T was replaced by 1"
